"","X","Y","Presence","Annual.Mean.Temperature","Mean.Diurnal.Range","Isothermality","Temperature.Seasonality","Max.Temperature.of.Warmest.Month","Min.Temperature.of.Coldest.Month","Temperature.Annual.Range","Mean.Temperature.of.Wettest.Quarter","Mean.Temperature.of.Driest.Quarter","Mean.Temperature.of.Warmest.Quarter","Mean.Temperature.of.Coldest.Quarter","Annual.Precipitation","Precipitation.of.Wettest.Month","Precipitation.of.Driest.Month","Precipitation.Seasonality","Precipitation.of.Wettest.Quarter","Precipitation.of.Driest.Quarter","Precipitation.of.Warmest.Quarter","Precipitation.of.Coldest.Quarter"
"164",102.929853964597,3.64167960826308,0,259,92,83,682,317,207,110,250,263,267,249,2633,408,126,34,984,444,559,857
"166",123.407990699634,-31.3385069568176,0,181,141,50,4742,328,50,278,152,150,240,118,233,27,15,19,71,48,55,60
"167",145.595477502793,-21.1101980437525,0,234,138,52,4301,353,92,261,275,187,281,173,595,132,7,81,328,35,328,42
"170",122.616450898349,-5.31657234532759,0,263,81,75,604,317,210,107,266,259,269,254,1876,241,43,46,697,148,425,356
"172",135.846936283633,-28.7731187872123,0,209,148,46,6063,372,55,317,284,145,284,129,145,18,9,23,49,29,49,32
"188",129.789781281725,-23.5702172329184,0,228,152,47,5899,375,58,317,289,167,296,147,298,48,9,54,134,29,127,34
"193",145.524536021985,-37.0480589324143,0,121,111,44,4774,266,19,247,68,182,182,60,990,124,39,32,345,144,144,343
"196",148.024426698685,-9.10551559063606,0,210,100,80,852,275,151,124,219,197,219,197,3068,380,117,34,1080,394,1077,394
"197",127.424533097073,-22.8030316310469,0,247,149,48,5766,389,82,307,311,186,311,167,241,44,4,66,121,17,121,25
"202",125.30292508658,-22.3435639264062,0,256,151,49,5617,396,90,306,311,233,317,177,229,52,3,80,129,11,127,20
"210",126.516971536912,-24.7012125269976,0,235,147,45,6189,388,68,320,306,206,306,150,193,29,4,45,80,20,80,33
"213",118.745771748945,-32.6231679157354,0,165,141,50,4981,324,45,279,113,213,229,103,344,54,14,43,141,50,56,137
"214",140.071238023229,-23.9172812842298,0,239,146,47,5876,384,77,307,300,176,308,158,213,44,5,68,110,21,102,23
"217",116.989127337001,-33.2295198948123,0,156,129,50,4477,307,50,257,112,215,215,103,476,89,10,65,232,41,41,230
"219",143.671261384152,-5.48720722552389,0,151,111,90,459,211,88,123,156,144,156,144,2622,312,117,28,860,404,860,404
"222",122.911944347434,-23.7524708267301,0,248,152,47,6090,401,79,322,312,219,318,164,197,47,3,75,105,10,98,25
"224",135.704441121779,-20.1540875725914,0,252,147,50,5048,383,93,290,307,181,307,181,344,89,3,99,218,13,218,13
"230",143.307261536829,-32.9648649843875,0,180,141,47,5566,336,40,296,247,211,250,108,292,31,19,15,82,67,72,69
"231",136.581166666001,-28.3266218518838,0,219,151,46,6176,382,59,323,295,153,295,137,130,18,8,30,47,24,47,26
"234",124.386277878657,-24.1145510517526,0,241,151,46,6107,395,73,322,306,213,312,158,189,38,3,64,90,12,89,26
"235",144.241148377769,-18.7448010814842,0,234,144,57,3605,348,97,251,264,196,273,182,789,222,3,113,534,14,388,16
"239",142.295681941323,-34.3674211471807,0,170,138,48,5149,326,40,286,138,207,236,104,307,32,21,15,92,63,67,82
"243",121.076844972558,-8.74383646179922,0,238,105,76,749,302,164,138,241,228,246,226,1494,272,22,69,727,91,441,108
"246",143.239057571627,-31.5393808542285,0,192,141,46,5866,348,43,305,261,128,266,115,271,31,15,19,83,55,78,59
"249",143.390364055522,-20.3892157017253,0,245,154,54,4502,373,89,284,293,197,293,180,536,154,4,104,348,17,263,25
"251",136.551433443092,-33.4716162434779,0,160,120,50,4242,291,53,238,105,212,212,105,412,49,17,34,145,59,62,145
"252",152.273801253177,-28.789943397278,0,158,118,50,4249,270,34,236,209,110,209,100,1081,149,41,42,432,140,432,148
"262",137.773678414524,-20.7544611557387,0,249,161,51,5277,387,77,310,300,174,307,174,331,79,4,91,203,20,191,20
"267",140.441403696314,-30.8067721407861,0,196,139,46,5887,349,48,301,265,120,270,120,193,28,10,32,72,32,69,32
"268",141.614389787428,-25.6539180316031,0,228,145,46,6157,378,64,314,294,162,302,144,225,43,6,62,112,28,105,33
"273",148.987983171828,-33.1283437565435,0,137,136,47,5254,290,6,284,102,177,204,69,849,86,59,13,233,188,222,223
"274",116.031320821494,2.60619484586641,0,221,73,91,188,262,182,80,221,221,223,219,3363,350,236,11,909,741,885,800
"283",115.046905577183,-23.6227642232552,0,248,150,50,5358,401,101,300,314,240,314,177,235,50,1,79,110,7,110,68
"285",139.294142294675,-23.1810918531846,0,241,148,48,5799,386,78,308,301,179,309,161,236,47,5,69,124,22,115,25
"286",124.933994417079,12.5098333088681,0,267,77,77,863,318,218,100,258,273,275,254,3437,567,92,50,1478,420,587,1313
"290",115.919903074391,2.36874003196135,0,200,74,87,294,244,159,85,200,196,203,196,3164,332,226,11,898,713,795,713
"294",132.353690071031,-17.3771785153076,0,263,152,54,4235,383,104,279,296,201,308,201,588,154,2,106,387,12,278,12
"298",124.994539585896,-31.3329170353245,0,178,138,52,4410,312,48,264,183,149,232,119,229,26,13,20,67,49,53,60
"299",130.363399982452,-29.9681279307697,0,187,160,54,4695,340,44,296,156,134,243,123,173,19,10,19,50,35,49,39
"300",123.377083591186,-22.2666650568135,0,258,152,49,5634,400,93,307,314,234,320,179,237,63,2,92,144,8,133,19
"305",131.252030567266,-25.155765573727,0,212,162,47,6214,371,32,339,278,146,286,127,294,42,9,43,122,36,102,39
"306",142.566630481742,-13.8620016153436,0,260,108,62,1896,342,168,174,273,238,281,232,1336,346,2,118,973,6,581,8
"307",103.793127755634,13.9256246469449,0,272,100,56,1826,353,176,177,276,250,292,244,1399,303,0,85,734,24,238,53
"309",132.063482431695,-22.0792153885122,0,226,148,48,5513,364,61,303,280,170,289,150,345,62,9,64,169,32,164,35
"323",122.615261883475,-0.764126748545095,0,268,83,83,346,321,221,100,266,271,272,264,1186,158,40,38,439,154,186,406
"324",146.928597632796,-35.348444560077,0,157,130,45,5609,317,29,288,119,228,230,86,558,58,33,18,166,110,115,156
"326",141.042708158493,-32.2641536861192,0,174,135,47,5437,327,41,286,175,104,243,104,247,26,15,16,70,50,64,50
"327",120.018926807679,-1.18433724157512,0,222,79,79,483,276,176,100,223,223,226,216,1772,202,117,18,561,365,411,430
"332",116.794056841172,-26.8254129018169,0,221,144,45,6305,388,69,319,150,212,300,139,206,35,5,54,88,17,55,75
"349",141.027405387722,-22.3830546403769,0,240,147,49,5416,379,80,299,294,182,302,165,327,68,5,81,189,19,174,23
"355",151.833642078564,-29.1601285862271,0,161,134,50,4714,285,21,264,218,97,218,97,825,112,36,39,327,128,327,128
"356",119.009627159685,-24.9360980128404,0,222,153,45,6529,387,50,337,297,223,301,135,224,44,2,65,104,13,90,52
"362",138.118160609156,-20.7201974350028,0,249,160,51,5228,387,78,309,299,175,307,175,339,79,4,90,208,19,196,19
"370",130.394621887244,-14.5557130337693,0,265,132,58,2747,364,139,225,281,223,294,223,1134,280,1,109,746,7,322,7
"373",145.662241987884,-21.3023372821044,0,229,139,52,4390,350,86,264,271,182,277,167,572,124,7,78,307,36,307,43
"374",124.160898923874,-25.7161383668426,0,223,150,45,6304,383,55,328,292,191,297,137,177,28,4,44,66,18,66,36
"382",125.414672465995,-28.862720009638,0,198,148,48,5538,354,46,308,161,138,266,124,177,20,9,24,54,33,50,42
"383",121.798330573365,-23.6874156224076,0,243,152,47,6101,396,74,322,307,213,313,159,230,56,3,74,122,13,114,31
"386",120.015477305278,-22.2007102274802,0,247,154,48,5748,395,80,315,306,220,312,167,309,73,3,81,171,15,163,44
"387",141.936610122211,-23.19155753823,0,240,150,49,5605,382,76,306,296,180,304,162,295,59,5,74,161,22,148,26
"394",150.248564621434,-22.8469396091532,0,224,103,50,3606,310,105,205,262,182,264,173,955,168,20,63,461,83,453,105
"395",139.858491434716,-30.8364990388509,0,199,142,46,5861,352,49,303,267,122,273,122,195,29,9,37,78,29,72,29
"402",117.03689721413,-25.75187153765,0,230,147,45,6331,398,73,325,158,224,309,147,196,32,4,54,79,17,58,66
"403",126.256997282617,-24.974203906022,0,233,147,45,6227,388,66,322,305,203,305,148,183,26,3,42,73,19,73,35
"408",121.624796763062,-32.3240238032304,0,170,127,49,4500,311,56,255,120,193,227,112,304,37,20,22,103,61,65,92
"411",148.387164412998,-30.7499015657231,0,188,142,47,5727,339,39,300,254,112,260,112,515,76,28,31,179,96,179,96
"416",143.602436459623,-38.5693871474359,0,127,89,48,3216,230,48,182,85,169,169,85,1211,151,49,33,422,168,168,422
"418",128.902475456707,-16.4558095752727,0,282,138,55,3555,391,141,250,313,230,319,230,638,166,0,109,424,7,182,7
"421",124.051518314518,-8.39285895694047,0,263,76,73,678,309,205,104,263,252,270,252,1146,248,3,91,660,21,519,21
"427",140.662331636995,-30.0998168147635,0,200,139,45,6087,354,49,305,270,121,277,121,185,28,10,36,72,31,70,31
"429",127.620377116837,-24.2197168129496,0,237,145,46,6004,386,74,312,306,211,306,155,219,33,5,51,95,21,95,30
"433",143.951094909571,-6.35459398850799,0,171,108,89,557,232,111,121,177,167,177,163,3507,358,201,16,990,674,987,685
"434",125.175286624581,-29.6454654284753,0,194,146,49,5188,344,48,296,233,137,257,124,181,20,11,22,55,35,50,43
"439",136.028407127596,-3.17951155826449,0,265,79,84,585,313,220,93,269,264,269,255,3632,382,243,12,1049,776,1049,906
"442",144.616672378033,-35.0687297538389,0,167,133,46,5309,321,38,283,133,219,234,98,377,39,24,15,109,83,83,97
"446",132.974196593277,-15.8867273060605,0,266,148,56,3582,379,118,261,290,214,304,214,751,195,0,112,509,6,368,6
"450",124.119686516933,-17.3611349251587,0,279,124,56,3107,369,148,221,302,244,310,232,604,196,1,129,465,5,279,12
"454",140.824466352351,-33.8551170902792,0,173,141,49,5064,328,44,284,141,234,237,108,254,27,16,15,74,53,54,67
"456",126.708028847352,-29.2499628418591,0,195,150,49,5224,348,46,302,161,137,258,125,169,20,9,22,50,31,50,40
"458",113.850838490762,-26.7530377488583,0,214,131,50,4602,353,93,260,167,249,275,156,281,75,0,96,180,10,30,163
"461",146.797438561916,-24.5417833991814,0,198,157,51,5318,338,33,305,259,139,259,124,607,101,16,52,270,71,270,81
"462",135.135342488065,-19.2517187690828,0,259,142,51,4685,384,107,277,309,192,309,192,391,99,1,103,255,10,184,10
"464",144.24586606212,-33.7401901162229,0,175,140,47,5550,332,37,295,177,230,245,103,328,35,22,15,90,76,77,80
"472",109.976000059396,-1.87729118857533,0,269,82,87,289,319,225,94,265,270,272,265,3071,420,133,34,1154,455,577,1154
"476",119.417579444125,-31.5048680582549,0,173,139,48,5381,334,45,289,114,198,242,105,307,49,14,42,126,47,52,121
"477",103.297848110087,-1.06559724314138,0,269,85,91,304,317,224,93,265,269,272,264,2413,287,107,27,789,370,535,761
"479",147.145424545743,-26.549305539811,0,194,150,48,5777,338,29,309,263,131,263,115,538,83,21,41,212,77,212,81
"480",103.388521596789,-1.74025425454602,0,267,88,88,301,317,218,99,264,267,271,263,2433,271,109,29,780,358,564,718
"483",108.039967510849,12.7618687704671,0,247,92,59,1559,328,174,154,251,238,265,225,1654,288,3,77,816,23,297,133
"494",129.765691845678,-26.3915047235787,0,200,155,47,5997,360,35,325,266,136,272,119,268,34,11,31,97,39,93,43
"495",135.958580537699,-21.4054802036844,0,241,155,50,5484,383,73,310,303,183,303,164,301,73,5,84,174,17,174,18
"500",130.935800792649,-28.8647775817662,0,194,161,52,5198,351,42,309,256,136,256,124,183,23,9,28,65,30,65,32
"505",122.721245698631,-22.797960472526,0,254,152,48,5837,402,88,314,313,228,320,173,226,59,3,87,131,9,121,22
"514",111.662823134102,0.987804925534874,0,260,89,89,340,312,212,100,257,261,264,255,3298,374,168,21,1036,591,778,969
"523",128.076284741983,-25.9221392218024,0,217,146,45,6101,374,55,319,289,152,289,134,216,28,7,34,79,30,79,39
"525",135.187574527226,-28.3058811398223,0,215,148,46,6019,376,60,316,289,151,289,136,160,25,8,35,60,27,60,28
"526",104.59301488474,14.2139206384309,0,271,98,56,1736,353,178,175,273,251,293,246,1649,358,1,91,938,17,246,50
"527",116.708785756491,-22.9897490714211,0,263,152,49,5537,414,106,308,326,264,329,188,273,57,1,80,146,6,126,54
"542",142.867017663084,-26.5343253395986,0,220,143,45,6244,372,57,315,288,153,296,136,272,42,8,47,118,35,106,42
"544",129.45576062426,-25.0590838072821,0,211,150,46,6064,365,45,320,275,147,282,128,299,41,11,42,120,37,111,42
"546",122.532170694321,-18.2265067938715,0,268,120,55,3323,349,133,216,298,252,300,218,572,184,2,131,445,7,408,18
"548",142.041542916559,-7.39045219728723,0,263,86,77,787,323,212,111,269,251,270,251,2837,387,115,38,1060,398,870,398
"554",101.047315462492,12.8180613578297,0,280,80,62,1068,339,211,128,278,270,293,265,1278,251,10,71,597,67,327,108
"557",145.699524050578,-19.6123783057556,0,232,122,54,3581,333,108,225,266,193,271,180,613,149,6,90,364,26,355,32
"560",138.648360199295,-5.69245675345883,0,267,85,82,715,320,217,103,271,273,273,256,4036,411,279,11,1182,899,899,1014
"564",114.869903936051,-2.26545245735906,0,267,80,85,307,316,222,94,262,267,269,262,2382,291,93,36,848,322,346,848
"572",148.172538364306,-24.8754523391835,0,169,150,51,5233,307,13,294,230,111,230,96,765,112,22,47,325,93,325,105
"581",145.948333484121,-6.94357633707114,0,142,112,85,722,209,78,131,149,131,149,131,2518,295,106,31,851,342,851,342
"584",115.463905315846,4.63497484219261,0,214,70,90,204,253,176,77,215,214,215,211,2396,251,151,15,680,505,643,565
"585",110.01848298125,0.383284946437925,0,268,86,89,309,319,223,96,267,269,272,264,3017,314,172,19,928,555,717,830
"586",126.336219245568,-16.3101604767144,0,257,124,55,3122,355,132,223,277,210,288,210,1011,254,2,109,683,17,482,17
"587",100.839372207411,14.8391923471354,0,276,106,58,1746,362,180,182,278,255,296,249,1282,271,6,77,635,31,287,47
"589",142.270673094317,-20.140850021271,0,253,154,54,4444,381,96,285,299,206,301,189,516,145,2,106,342,13,258,16
"594",133.673719721846,-31.2130256276578,0,179,143,53,4471,319,51,268,127,232,234,120,227,27,9,29,78,36,40,74
"597",100.646356772631,0.594915298279375,0,266,102,91,282,324,212,112,263,265,270,263,3104,358,152,25,999,500,809,922
"601",130.318442163989,-13.8995490490925,0,275,127,59,2350,368,155,213,287,239,299,239,1240,308,1,109,820,6,342,6
"602",116.789748668671,-24.680264116032,0,241,153,46,6182,407,81,326,314,237,317,158,225,40,3,63,97,12,80,62
"606",120.491688009351,-23.1123444391415,0,246,150,47,5993,394,79,315,309,218,315,164,255,63,3,76,137,15,131,38
"613",114.693660284393,-25.177287835395,0,232,141,48,5383,385,94,291,175,252,302,163,206,40,2,66,102,12,62,86
"629",132.898073699325,-31.4922035404015,0,175,137,54,4019,304,54,250,129,223,224,121,271,35,9,37,101,37,40,97
"635",134.108895673417,-19.1675440815743,0,255,136,50,4600,376,108,268,304,190,305,190,427,109,2,101,271,13,196,13
"640",135.188176585361,-33.2066860760096,0,166,125,53,3923,295,60,235,114,213,215,114,365,56,9,52,157,36,40,157
"641",140.093077183701,-3.98154011927545,0,234,79,89,320,279,191,88,235,231,236,228,2601,299,151,21,845,508,675,554
"644",147.498893942684,-28.8215094234329,0,204,143,47,5906,352,48,304,270,140,277,125,435,65,19,34,160,72,156,74
"650",131.857682107948,-27.0301728299819,0,199,159,48,5952,360,34,326,264,119,270,119,235,37,10,36,87,35,87,35
"652",103.184598330408,-1.74005191307515,0,269,88,90,288,318,221,97,265,269,272,264,2583,281,116,29,838,370,572,785
"655",137.705500056036,-22.1642675751355,0,240,163,50,5688,389,66,323,297,179,306,161,278,60,6,74,152,24,144,26
"666",125.932725435123,-2.04914721543901,0,259,71,73,448,309,213,96,260,259,262,253,1823,239,64,34,674,277,404,374
"672",123.430953510106,-19.052164661698,0,265,139,54,4021,371,114,257,300,248,305,206,465,137,1,121,339,8,202,17
"673",122.034101649188,7.23485318245366,0,250,93,87,263,305,199,106,249,251,254,248,1993,281,57,49,755,188,336,248
"681",101.744603221305,1.61604919238016,0,270,93,89,275,323,219,104,268,269,273,266,2493,295,138,24,825,487,616,725
"682",135.376801048405,-13.0021291971207,0,265,101,59,2148,342,172,170,280,240,289,233,1196,269,1,106,789,6,494,9
"689",144.029234014452,-16.351190196583,0,260,131,61,2384,360,148,212,277,234,287,226,1015,263,2,114,700,10,484,15
"695",131.599808917381,-23.9550892193802,0,204,157,48,6037,357,30,327,267,141,275,122,343,48,14,39,133,44,127,50
"698",157.358716758899,-8.01454139640555,0,269,68,88,377,309,232,77,272,269,272,263,3512,415,226,21,1161,703,1161,828
"699",117.657505897805,-26.8243198492564,0,216,138,44,6324,379,66,313,144,211,295,133,219,33,6,50,82,20,67,70
"700",136.402912251651,-32.2329751204234,0,177,144,49,5192,333,43,290,118,243,243,110,229,26,11,23,74,38,38,70
"701",117.067361017689,-33.7751055369154,0,153,123,51,4138,294,54,240,113,207,207,103,489,80,15,57,221,49,49,219
"709",144.386852565221,-16.7497810709756,0,246,125,61,2445,342,138,204,265,219,273,211,1077,267,5,109,724,18,500,23
"713",130.476138843223,-15.3145050664898,0,279,136,57,3085,382,147,235,304,233,312,233,904,223,0,113,603,3,266,3
"720",130.372463180684,-22.3364394484088,0,233,154,49,5677,374,62,312,289,175,297,154,327,62,8,63,159,27,158,32
"735",138.410217729397,-32.6798786304425,0,161,137,49,5163,312,35,277,103,223,226,94,353,40,18,27,115,58,60,112
"744",121.24498590827,-19.7326644230634,0,269,141,57,3855,371,126,245,308,248,309,213,381,107,1,113,267,4,234,27
"745",119.408577908762,-9.61815040092915,0,228,113,77,861,295,149,146,233,215,237,215,2879,440,34,63,1262,153,908,153
"749",116.511538787745,0.109587763436139,0,266,70,89,228,306,228,78,264,264,267,264,2222,245,110,27,703,351,526,360
"754",125.630651814863,-29.7552732087206,0,192,146,49,5051,340,47,293,229,192,253,124,181,20,10,22,54,33,51,45
"755",136.672576894052,-2.55283574806526,0,249,82,88,452,297,204,93,252,249,253,242,3531,364,256,9,978,791,844,881
"756",140.08456714917,-5.88277699192986,0,265,84,80,714,320,216,104,268,254,272,254,4251,439,296,11,1248,958,1008,958
"757",146.422755923122,-26.9082599750254,0,203,144,47,5899,345,39,306,266,139,273,122,454,75,17,45,191,60,180,65
"758",138.905355189927,-3.4030717483256,0,267,87,90,357,315,219,96,268,261,269,261,2944,365,177,21,945,584,892,608
"760",146.443693204783,-27.6679865771439,0,205,142,46,5947,350,46,304,270,141,277,125,410,63,17,36,159,64,147,69
"762",135.254830582999,-27.6556661154609,0,216,151,46,6176,379,57,322,292,134,292,134,183,33,9,41,72,30,72,30
"765",124.719369583763,-31.3229105004575,0,179,140,52,4469,316,48,268,184,151,234,119,228,27,13,21,68,47,53,58
"766",100.358571279794,14.1638346470427,0,280,98,57,1636,362,192,170,281,260,299,256,1315,287,6,79,659,31,263,59
"767",107.922390112653,-6.25395409297198,0,273,99,81,470,340,218,122,266,276,278,266,1613,379,21,79,873,98,208,860
"770",142.681169831194,-6.7323939059861,0,255,94,81,659,317,202,115,260,245,261,245,4193,511,265,21,1362,815,1095,827
"771",124.562917030416,-25.5778480507433,0,227,150,45,6279,386,59,327,301,196,301,142,173,27,4,42,66,18,66,35
"773",116.601897254586,-31.8738681345712,0,167,138,48,5167,332,47,285,104,215,234,104,581,115,12,73,305,44,45,305
"780",141.683101975359,-37.2914754494559,0,132,122,51,3839,271,34,237,89,181,181,83,680,90,24,39,253,85,85,249
"786",117.501451889984,-24.0367913455702,0,248,150,46,6093,406,85,321,318,248,322,166,243,43,2,63,115,10,100,54
"787",135.761528057046,-20.9117425128352,0,244,150,50,5284,381,81,300,303,189,303,170,324,82,5,89,195,16,195,17
"791",111.49785391055,-7.80187062802725,0,264,97,75,438,329,200,129,262,260,269,259,1830,302,19,67,850,79,274,119
"792",120.992508805357,-20.4688130377326,0,259,148,54,4465,379,109,270,304,237,307,195,370,102,3,102,240,9,220,33
"802",104.404890206642,13.4524412325118,0,272,93,56,1685,349,184,165,275,253,293,248,1378,297,1,83,711,19,227,69
"803",142.763199829496,-18.5325066652149,0,253,146,56,3584,371,114,257,280,201,292,201,747,218,3,118,526,11,372,11
"805",114.427778269164,-26.9245758862235,0,211,139,50,4993,359,83,276,159,224,277,148,275,64,2,83,158,16,40,147
"812",131.187167209573,-13.1013671553228,0,274,120,59,2090,361,158,203,283,241,296,241,1325,312,2,102,844,9,371,9
"817",118.924254025333,-32.7342194225639,0,164,140,50,4851,320,45,275,113,211,226,103,346,52,14,40,138,51,58,133
"818",108.79432302434,13.7317063321825,0,228,88,59,1854,296,148,148,225,210,247,201,1613,291,16,69,765,61,351,90
"819",146.335143730976,-25.0044742657337,0,203,161,51,5529,346,31,315,261,142,267,126,523,83,14,47,218,63,215,74
"822",116.403273725882,0.662436601705849,0,261,71,89,198,301,222,79,261,259,262,258,2478,280,123,25,759,399,586,664
"825",131.043846877292,-27.0820229151286,0,199,160,49,5889,360,34,326,264,136,270,119,233,34,9,34,85,34,85,35
"828",114.192443471402,-27.1039401891176,0,208,134,50,4660,351,87,264,162,245,271,151,306,76,1,89,183,13,34,174
"829",151.260484829545,-27.2643807518762,0,188,143,51,4932,316,39,277,239,121,245,121,612,88,26,39,236,90,226,90
"832",132.884664232843,-4.06753533519804,0,270,64,77,679,314,231,83,274,264,277,260,2572,287,136,24,792,433,708,533
"837",118.433232302777,-24.8095545801334,0,232,150,45,6420,395,64,331,306,232,310,147,219,42,2,65,103,11,89,51
"839",119.263458414935,-24.7764129238203,0,224,152,45,6485,388,53,335,298,227,303,138,232,46,3,62,109,15,96,50
"840",148.731767307036,-31.3500568107702,0,175,143,47,5652,327,27,300,246,111,246,100,597,82,35,26,201,118,201,121
"843",141.338687520474,-19.4584075245075,0,262,143,54,4087,381,117,264,303,203,306,203,548,161,2,117,387,11,276,11
"848",147.784373252653,-35.6291867978871,0,134,134,46,5479,295,7,288,74,203,205,64,901,114,42,28,302,156,158,301
"849",116.111428360455,-27.2889015870169,0,217,145,46,6078,383,70,313,151,205,294,139,202,35,6,57,93,18,55,79
"853",123.692845501937,13.0265092279296,0,270,75,73,924,323,221,102,265,264,280,256,2726,373,105,38,1034,353,613,749
"859",136.362421372905,-3.80634128116071,0,176,91,81,788,237,126,111,165,183,184,164,3360,335,211,15,992,685,802,970
"865",102.196773649193,-1.31118320277892,0,266,86,88,292,316,219,97,264,265,269,262,2784,338,127,33,947,389,828,923
"876",128.46517409198,1.35754632530734,0,242,74,85,380,289,202,87,243,246,246,238,2180,265,108,25,731,394,396,672
"877",123.24830299709,-22.8049761522561,0,256,152,48,5786,403,90,313,315,231,321,176,218,56,3,83,126,9,117,21
"878",159.739988320507,-9.28081615944393,0,263,77,85,377,306,216,90,266,257,266,257,2348,357,107,44,976,338,849,342
"879",107.733028181829,12.1722828631755,0,215,101,64,1150,293,136,157,217,199,228,198,2045,319,6,69,916,59,491,139
"882",122.395349759609,-25.5051602749154,0,226,150,45,6342,386,58,328,295,193,301,140,200,39,4,59,90,14,82,36
"886",141.31777824834,-31.6626020579133,0,175,132,45,5658,327,37,290,233,101,247,101,251,28,15,17,69,52,68,52
"890",110.601292522624,-7.9054936603643,0,259,84,76,484,311,201,110,258,253,262,252,1988,338,29,70,977,101,595,127
"893",151.142829605378,-26.7785483773332,0,189,144,51,4896,316,38,278,245,134,245,121,652,96,31,39,252,99,252,100
"897",125.784340924583,-28.4469224978238,0,199,149,47,5681,357,44,313,161,137,268,123,177,20,8,25,54,32,52,42
"898",117.686788677238,-30.6036042480264,0,184,139,47,5545,346,55,291,125,238,255,114,315,57,11,54,145,36,40,135
"899",118.178829206154,-25.0850098941009,0,234,148,44,6438,398,68,330,309,233,313,148,205,37,2,64,92,11,78,53
"901",125.674429992214,-28.1043526669964,0,204,150,47,5799,363,46,317,165,141,274,126,174,20,7,26,53,31,52,42
"905",151.936481632292,-31.1753300926648,0,130,122,50,4445,247,3,244,184,79,184,70,1032,148,49,34,381,153,381,174
"908",131.293516489677,-0.808655613800511,0,265,61,83,395,303,230,73,262,267,268,259,3043,376,188,27,1077,581,584,861
"909",137.983066472225,-29.5067454129457,0,208,153,46,6197,374,47,327,279,127,286,127,171,25,10,33,65,32,62,32
"910",146.371490289457,-25.6076137977652,0,203,155,49,5691,346,34,312,263,142,270,125,512,78,19,45,210,69,205,72
"913",119.253196520731,-30.2829196525272,0,185,142,46,5947,350,42,308,118,179,261,108,287,43,15,34,108,47,59,102
"916",135.309916213155,-22.0421181910206,0,231,154,49,5650,377,64,313,297,173,297,154,297,66,6,77,160,21,160,23
"917",129.710846650414,-28.2209733920172,0,195,159,50,5469,355,39,316,260,135,260,121,194,22,9,25,66,31,66,35
"922",107.147590438835,13.1377272994723,0,260,96,58,1542,343,178,165,261,240,279,238,2061,398,2,89,1152,23,331,85
"924",145.59419051744,-41.5859497303609,0,93,85,50,2887,191,21,170,60,131,131,57,1952,228,83,29,655,289,289,644
"929",139.304717741907,-17.8809212124906,0,264,123,53,3549,361,133,228,293,226,301,212,749,204,1,121,557,7,342,8
"935",104.542595935054,-3.78427368123084,0,270,90,85,328,324,219,105,267,268,273,266,2767,382,97,45,1025,326,564,1025
"938",143.121411106549,-17.7018523402512,0,262,143,58,3071,374,131,243,284,230,296,217,857,249,2,121,614,9,426,10
"950",133.529382538982,-18.7747095571831,0,262,143,52,4572,384,109,275,300,196,311,196,451,119,2,103,288,13,205,13
"951",114.697491037659,-2.6578853558749,0,267,83,83,327,320,221,99,263,269,270,263,2399,304,98,39,883,320,350,883
"952",107.508317711763,12.585487634642,0,245,96,60,1393,327,169,158,246,227,262,225,1924,328,2,78,955,33,388,114
"953",118.832694320008,-23.2829784264322,0,235,143,46,5946,381,74,307,298,242,304,153,332,71,4,73,174,18,166,51
"955",144.861886813305,-35.4323798732366,0,163,132,46,5304,317,36,281,128,204,230,95,399,40,23,15,116,86,86,106
"959",143.23343412485,-15.6356652476825,0,262,132,61,2366,361,146,215,279,236,288,227,1039,285,2,120,735,7,500,8
"968",126.820074622519,4.40215961076319,0,260,88,88,313,311,212,99,259,262,263,256,3116,326,202,16,894,654,718,784
"970",139.769824603572,-5.76323654153384,0,268,83,82,670,321,220,101,271,258,275,258,4073,422,282,12,1199,917,960,917
"976",138.581318384968,-27.3641638818663,0,222,150,46,6274,382,59,323,292,155,299,138,156,31,4,52,71,21,61,26
"990",142.551747742109,-22.9627781640738,0,235,152,49,5491,377,71,306,289,176,298,158,365,79,6,75,198,27,188,30
"992",152.088360656053,-29.664138549706,0,140,122,50,4397,256,13,243,193,89,193,80,1046,156,46,41,424,150,424,152
"994",110.497302706353,0.318611587863415,0,268,88,90,330,319,222,97,266,269,271,263,3037,331,156,21,921,510,709,841
"72",127.501238659024,-30.9555696847383,0,175,141,53,4260,309,46,263,150,215,226,117,215,23,13,14,63,46,50,58
"11",125.170115102082,-23.4687867073808,0,247,150,47,5975,395,80,315,309,221,315,165,199,41,3,68,99,12,99,24
"125",102.050798642449,14.4899895903654,0,263,109,57,1918,349,159,190,270,238,283,233,1357,300,5,77,668,34,306,42
"181",120.851901513524,-32.0082291064318,0,172,131,49,4741,318,54,264,119,195,232,111,315,40,18,26,110,58,64,103
"21",122.96789300628,-28.6387890821788,0,199,143,46,5841,357,47,310,160,201,270,121,217,28,10,30,73,33,60,56
"22",111.24235027004,-2.88704189937562,0,268,82,85,385,321,225,96,268,271,272,262,2926,306,147,19,851,551,585,786
"26",111.549819824286,-2.51729223644361,0,268,82,87,343,319,225,94,268,271,271,263,2775,301,140,22,823,477,552,779
"30",151.928685177118,-2.82451101462357,0,273,58,82,337,310,240,70,269,276,276,268,2521,273,159,15,720,529,603,701
