"","X","Y","Presence","Annual.Mean.Temperature","Mean.Diurnal.Range","Isothermality","Temperature.Seasonality","Max.Temperature.of.Warmest.Month","Min.Temperature.of.Coldest.Month","Temperature.Annual.Range","Mean.Temperature.of.Wettest.Quarter","Mean.Temperature.of.Driest.Quarter","Mean.Temperature.of.Warmest.Quarter","Mean.Temperature.of.Coldest.Quarter","Annual.Precipitation","Precipitation.of.Wettest.Month","Precipitation.of.Driest.Month","Precipitation.Seasonality","Precipitation.of.Wettest.Quarter","Precipitation.of.Driest.Quarter","Precipitation.of.Warmest.Quarter","Precipitation.of.Coldest.Quarter"
"78337",145.3381,-37.6336,1,139,109,48,4009,267,42,225,112,190,190,87,901,93,52,19,270,160,160,240
"78338",146.4028,-37.8493,1,113,117,50,3938,244,12,232,87,163,163,62,1369,145,69,19,415,243,243,393
"78339",145.3071,-37.6494,1,138,108,48,4035,265,41,224,111,189,189,86,913,94,52,19,272,162,162,244
"78340",145.055,-37.581,1,140,107,47,4061,266,43,223,133,191,191,87,724,73,46,16,212,142,142,182
"78341",145.3917,-37.9299,1,136,101,47,3742,256,45,211,111,184,184,88,1024,104,53,19,306,180,180,280
"78342",145.3729,-37.9594,1,139,100,48,3667,257,50,207,114,186,186,92,944,96,51,19,283,168,168,255
"78343",145.1241,-37.6241,1,141,107,48,4019,266,45,221,134,193,193,90,725,73,46,16,212,143,143,179
"78344",145.1079,-37.5923,1,141,107,48,4019,266,45,221,134,193,193,90,725,73,46,16,212,143,143,179
"78345",145.476,-37.706,1,142,111,49,3994,270,44,226,116,193,193,90,947,99,52,20,288,165,165,256
"78346",145.4728,-37.8589,1,138,106,48,3818,262,44,218,113,187,187,89,1041,107,54,20,317,178,178,287
"78347",146.3407,-37.8048,1,98,111,48,4043,229,2,227,52,150,150,46,1612,181,72,24,508,257,257,495
"78348",149.5168,-37.6085,1,144,75,45,3125,230,64,166,112,185,185,104,972,104,63,13,281,203,203,268
"78349",145.0575,-37.5716,1,140,107,47,4061,266,43,223,133,191,191,87,724,73,46,16,212,142,142,182
"78350",145.414,-37.549,1,135,110,47,4148,267,36,231,107,188,188,82,983,106,53,21,299,167,167,277
"78351",145.5483,-37.7788,1,140,110,49,3912,266,42,224,114,190,190,89,1105,117,55,22,343,182,182,308
"78352",145.3938,-37.4667,1,128,110,47,4301,263,30,233,81,183,183,73,1095,124,53,24,347,173,173,333
"78353",145.4657,-37.5416,1,118,105,45,4302,252,23,229,70,173,173,63,1365,163,57,29,454,198,198,446
"78354",145.4214,-37.4995,1,120,106,45,4321,255,24,231,72,176,176,65,1272,151,55,28,420,188,188,411
"78355",145.52,-41.42,1,90,82,49,2865,186,20,166,53,128,128,53,2009,244,80,33,694,272,272,694
"78356",149.5145,-37.6077,1,144,75,45,3125,230,64,166,112,185,185,104,972,104,63,13,281,203,203,268
"78357",145.09,-37.58,1,140,108,48,4066,267,43,224,134,192,192,88,721,72,46,15,211,142,142,180
"78358",145.081,-37.584,1,140,106,48,4021,264,44,220,133,191,191,88,727,73,47,16,213,144,144,179
"78359",145.4433,-37.5863,1,139,111,48,4084,270,40,230,112,191,191,86,930,99,52,20,282,163,163,255
"78360",145.0534,-37.5986,1,140,106,48,4021,264,44,220,133,191,191,88,727,73,47,16,213,144,144,179
"78361",145.4493,-37.8947,1,135,103,48,3813,256,43,213,109,184,184,86,1073,110,55,20,323,186,186,297
"78362",145.6543,-37.7548,1,136,111,49,3938,264,38,226,110,187,187,85,1236,135,58,24,391,196,196,356
"78363",145.2096,-37.8734,1,144,102,48,3753,262,52,210,118,192,192,95,877,89,50,17,253,161,161,233
"78364",145.7077,-37.7536,1,122,107,47,4017,251,27,224,77,174,174,70,1434,162,60,26,463,218,218,442
"78365",145.091,-37.68,1,145,105,48,3922,266,50,216,138,195,195,94,730,74,47,16,214,146,146,174
"78366",145.0319,-37.7713,1,148,102,49,3786,263,55,208,141,196,196,99,698,73,46,15,207,144,144,161
"78367",144.4975,-37.6602,1,138,106,48,3893,260,41,219,131,96,188,88,543,56,34,14,160,118,122,122
"78368",145.2058,-37.6208,1,143,108,48,4044,269,46,223,136,194,194,91,742,74,46,17,218,143,143,184
"78369",145.1149,-37.6293,1,142,106,48,3965,265,47,218,135,193,193,91,738,74,48,16,216,146,146,180
"78370",145.2201,-37.5913,1,141,108,48,4059,268,44,224,114,193,193,89,787,78,47,17,231,148,148,200
"78371",144.5631,-37.9743,1,145,96,48,3522,250,54,196,120,190,190,100,518,54,31,14,151,108,108,125
"78372",144.6495,-37.9057,1,145,98,48,3612,253,52,201,119,191,191,98,531,56,32,14,155,113,113,124
"78373",145.1429,-37.9568,1,145,98,48,3626,259,57,202,120,192,192,99,802,84,48,17,232,149,149,210
"78374",144.547,-37.973,1,145,96,48,3522,250,54,196,120,190,190,100,518,54,31,14,151,108,108,125
"78375",145.2161,-37.6165,1,141,108,48,4059,268,44,224,114,193,193,89,787,78,47,17,231,148,148,200
"78376",138.68,-34.83,1,158,111,48,4146,287,59,228,113,210,210,105,633,88,20,47,250,66,72,246
"78377",140.83,-37.38,1,140,117,51,3585,273,46,227,95,187,187,95,677,98,19,45,272,72,72,272
"78378",139.65,-36.13,1,153,108,53,3321,267,66,201,110,194,195,110,511,72,16,45,205,57,60,205
"78379",144.36,-37.66,1,129,105,47,3941,253,34,219,101,179,179,79,676,70,44,15,205,138,138,170
"78380",142.35,-37.17,1,135,121,50,4074,276,35,241,90,187,187,83,640,80,29,32,221,93,93,218
"78381",145.4096,-37.8234,1,134,104,48,3883,257,41,216,107,183,183,83,1097,112,57,20,329,189,189,303
"78382",145.1718,-37.7122,1,145,105,48,3880,266,51,215,139,195,195,95,784,80,48,17,227,149,149,196
"78383",147.9579,-37.3295,1,106,117,49,4154,234,-1,235,124,140,158,51,834,99,51,17,255,175,182,198
"78384",144.933,-38.476,1,139,74,45,3083,230,67,163,107,180,180,99,839,94,42,25,265,138,138,263
"78385",145.1907,-37.7296,1,145,105,48,3880,266,51,215,139,195,195,95,784,80,48,17,227,149,149,196
"78386",145.7411,-37.6575,1,107,101,45,4218,239,15,224,59,161,161,53,1657,203,62,32,570,229,229,563
"78387",145.7366,-37.6565,1,107,101,45,4218,239,15,224,59,161,161,53,1657,203,62,32,570,229,229,563
"78388",147,-43,1,114,93,51,3051,212,31,181,80,152,152,74,842,92,46,19,260,150,150,244
"78389",145.041,-37.726,1,146,103,48,3837,264,53,211,160,195,195,97,696,72,46,15,206,144,144,160
"78390",144.8028,-37.8393,1,147,99,49,3646,257,55,202,140,194,194,100,586,63,35,15,174,121,121,137
"78391",145.3429,-37.5401,1,121,105,46,4251,254,26,228,73,175,175,66,1280,149,58,27,415,192,192,404
"78392",144.9999,-37.6067,1,140,105,47,3986,264,45,219,133,191,191,89,686,70,46,15,201,140,140,167
"78393",145.0778,-37.6612,1,142,105,48,3968,265,48,217,135,193,193,91,714,72,47,15,209,144,144,172
"78394",146.1833,-41.66666,1,72,87,48,3153,177,-2,179,32,113,113,32,1844,234,75,31,636,268,268,636
"78395",144.22,-37.12,1,133,120,47,4591,279,25,254,83,192,192,75,652,77,35,25,210,109,117,203
"78396",145.8429,-37.5401,1,91,96,43,4414,225,2,223,35,148,148,35,1840,238,63,36,663,232,232,663
"78397",145.2596,-37.7068,1,143,107,48,3949,267,47,220,116,193,193,92,816,84,48,18,240,150,150,209
"78398",146.37,-32.18,1,173,130,44,5837,326,34,292,242,110,247,97,455,50,29,17,131,98,122,100
"78399",145.2874,-37.6211,1,139,109,48,4080,267,42,225,112,191,191,87,850,86,50,18,252,155,155,222
"78400",145.3526,-37.5401,1,121,105,46,4251,254,26,228,73,175,175,66,1280,149,58,27,415,192,192,404
"78401",145.1414,-37.8839,1,144,99,48,3697,259,54,205,118,191,191,96,843,88,50,17,243,157,157,218
"78402",149.4658,-37.3996,1,144,86,47,3343,236,54,182,137,186,186,100,915,98,63,14,251,205,205,232
"78403",148.58,-37.78,1,147,101,51,3378,250,52,198,110,190,190,103,894,91,53,15,259,176,176,239
"78404",145.45,-37.53,1,126,108,46,4274,259,29,230,78,181,181,71,1191,136,55,25,380,185,185,367
"78405",145.8,-37.55,1,99,98,43,4354,233,9,224,44,156,156,44,1779,229,61,36,637,228,228,637
"78406",142.3624,-37.3473,1,129,118,50,3953,267,32,235,85,180,180,79,712,89,31,31,245,103,103,239
"78407",145.863,-37.5581,1,94,98,43,4363,228,4,224,39,151,151,39,1827,235,63,36,654,233,233,654
"78408",142.5516,-37.3792,1,123,116,49,3993,261,27,234,78,175,175,72,775,96,34,31,266,114,114,256
"78409",145.83,-37.53,1,102,100,44,4379,237,11,226,47,159,159,47,1712,222,58,37,617,218,218,617
"78410",145.87,-37.5,1,91,96,43,4414,225,2,223,35,148,148,35,1840,238,63,36,663,232,232,663
"78411",150.2615,-35.64143,1,161,89,48,3435,247,63,184,191,120,203,115,1136,127,64,23,351,194,338,256
"78412",148.17,-37.42,1,132,115,51,3844,251,26,225,148,165,180,81,885,101,59,16,270,184,190,208
"78413",147.2859,-36.6507,1,100,117,45,4944,247,-10,257,45,163,163,37,1259,151,51,30,427,193,207,418
"78414",147.2667,-41.26666,1,86,93,48,3354,196,4,192,43,129,129,43,1416,191,57,35,513,201,201,513
"78415",146.8167,-41.2,1,126,90,48,3186,227,41,186,85,167,167,85,902,122,38,33,319,133,133,319
"78416",147.224,-36.6033,1,110,120,45,4996,260,-3,263,55,173,174,46,1238,152,50,31,426,188,200,420
"78417",147.2313,-36.3389,1,128,124,45,5252,283,11,272,71,195,196,61,1052,129,41,31,364,161,168,361
"78418",148.671,-37.376,1,132,111,50,3819,247,27,220,148,165,180,82,939,98,63,14,266,192,193,248
"78419",147.234,-36.338,1,128,124,45,5252,283,11,272,71,195,196,61,1052,129,41,31,364,161,168,361
"78420",138.7,-34.85,1,160,110,48,4114,288,62,226,116,212,213,108,603,84,20,46,240,62,69,234
"78421",138.8086,-34.71497,1,145,117,49,4205,281,45,236,92,198,198,92,696,105,20,50,287,70,73,287
"78422",148.6279,-37.1005,1,116,120,49,4251,245,3,242,135,151,169,60,857,93,55,14,250,181,201,218
"78423",144.9763,-37.8234,1,148,100,48,3723,262,57,205,142,196,196,100,675,71,45,16,199,137,137,157
"78424",148.9547,-37.2938,1,98,107,48,4013,216,-5,221,93,148,148,45,934,97,64,12,260,210,210,238
"78425",148.5125,-37.0669,1,126,123,50,4257,256,11,245,145,161,179,70,849,93,55,14,251,178,202,212
"78426",148.84,-37.32,1,91,106,47,4036,210,-12,222,85,141,141,38,973,100,66,12,274,216,216,247
"78427",148.9262,-37.2835,1,94,108,48,4056,213,-10,223,88,144,144,40,924,95,63,11,257,209,211,232
"78428",148.7339,-37.2585,1,114,114,49,4060,236,7,229,110,148,165,61,909,97,60,14,260,189,192,239
"78429",148.9558,-37.2929,1,98,107,48,4013,216,-5,221,93,148,148,45,934,97,64,12,260,210,210,238
"78430",148.7067,-37.3031,1,127,114,50,3929,246,20,226,123,161,176,76,925,98,62,14,264,189,192,244
"78431",148.9163,-37.4242,1,129,105,49,3736,240,28,212,144,176,176,80,953,98,66,13,265,199,199,254
"78432",148.8372,-37.2398,1,97,111,48,4107,220,-9,229,115,149,149,43,877,92,61,11,249,198,198,220
"78433",148.9399,-37.2878,1,94,108,48,4056,213,-10,223,88,144,144,40,924,95,63,11,257,209,211,232
"78434",148.8869,-37.1985,1,100,113,48,4123,224,-8,232,118,134,151,46,826,87,57,11,235,190,191,205
"78435",148.9221,-37.4314,1,133,104,49,3693,242,33,209,147,179,179,84,956,98,66,13,265,199,199,256
"78436",146.74,-43.51,1,77,63,46,2538,155,20,135,47,111,111,45,1618,176,87,18,492,296,296,474
"78437",145.406,-37.813,1,134,104,48,3883,257,41,216,107,183,183,83,1097,112,57,20,329,189,189,303
"78438",140.6,-38,1,137,83,51,2736,223,61,162,102,172,172,102,734,113,21,48,314,80,80,314
"78439",146.183,-41.75,1,78,90,48,3168,184,0,184,42,118,118,37,1723,212,72,29,585,257,257,576
"78440",138.7245,-35.33554,1,151,99,51,3435,258,65,193,107,194,194,107,660,93,22,46,263,74,74,263
"78441",143.28,-36.8,1,136,124,47,4703,286,27,259,77,196,197,77,622,76,30,32,207,95,98,207
"78442",145.784,-36.771,1,126,116,44,5001,276,18,258,63,190,190,63,1029,132,39,34,369,151,156,369
"78443",146.1454,-36.6921,1,136,124,46,5018,288,22,266,81,200,201,73,843,101,40,26,283,146,149,274
"78444",145.3907,-37.4504,1,133,112,47,4322,269,32,237,86,189,189,78,955,106,49,22,295,158,158,280
"78445",146.0083,-36.8263,1,137,124,46,4940,289,25,264,83,200,201,75,860,105,39,28,292,144,147,287
"78446",145.8858,-36.9189,1,115,111,44,4898,262,12,250,53,178,178,53,1228,163,43,37,453,165,165,453
"78447",146.0674,-36.9412,1,124,118,46,4862,273,17,256,70,186,187,63,1057,136,41,33,373,155,165,371
"78448",146.3511,-36.9882,1,103,112,44,4811,249,0,249,49,164,164,42,1274,162,47,33,445,178,178,441
"78449",146.072,-36.934,1,124,118,46,4862,273,17,256,70,186,187,63,1057,136,41,33,373,155,165,371
"78450",146.99,-43.45,1,119,72,50,2503,198,54,144,90,151,151,86,1037,112,56,19,313,181,181,309
"78451",146.0763,-38.0568,1,130,111,49,3716,254,30,224,106,177,177,82,1075,116,47,22,335,183,183,305
"78452",146.08,-38.07,1,130,111,49,3716,254,30,224,106,177,177,82,1075,116,47,22,335,183,183,305
"78453",146.0763,-38.0234,1,126,111,49,3760,251,26,225,102,174,174,77,1141,124,48,22,357,195,195,325
"78454",146.2096,-37.7901,1,75,98,45,4192,204,-13,217,26,129,129,22,1908,225,77,29,636,272,272,625
"78455",146.05,-37.93,1,122,112,49,3828,249,22,227,97,170,170,72,1249,136,49,23,393,209,209,370
"78456",146.0096,-37.8901,1,123,112,49,3846,251,23,228,80,172,172,73,1246,138,46,25,397,205,205,374
"78457",146.0763,-38.0401,1,126,111,49,3760,251,26,225,102,174,174,77,1141,124,48,22,357,195,195,325
"78458",146.0596,-37.9234,1,122,112,49,3828,249,22,227,97,170,170,72,1249,136,49,23,393,209,209,370
"78459",146.2429,-37.8734,1,101,110,48,3996,231,5,226,55,152,152,49,1638,184,71,25,523,259,259,506
"78460",146.3429,-37.9568,1,115,115,50,3864,243,15,228,90,165,165,65,1332,137,68,18,400,243,243,373
"78461",146.2429,-37.8901,1,113,114,49,3880,242,13,229,87,163,163,63,1411,152,63,22,439,237,237,419
"78462",146.2596,-37.9234,1,117,115,50,3842,245,16,229,92,166,166,67,1309,136,61,20,400,231,231,375
"78463",146.2096,-37.8568,1,101,110,48,3996,231,5,226,55,152,152,49,1638,184,71,25,523,259,259,506
"78464",146.25,-38,1,122,114,50,3784,247,21,226,97,170,170,73,1176,120,54,19,357,211,211,329
"78465",146.3763,-38.0901,1,126,113,50,3715,248,25,223,102,173,173,78,1013,104,45,18,299,191,191,269
"78466",146.2596,-37.8901,1,105,111,49,3936,234,8,226,78,155,155,54,1545,169,70,23,480,255,255,463
"78467",146.2263,-37.8401,1,101,110,48,3996,231,5,226,55,152,152,49,1638,184,71,25,523,259,259,506
"78468",146.2929,-38.0401,1,124,114,50,3770,249,22,227,100,172,172,75,1124,116,51,19,339,206,206,309
"78469",146.2429,-38.0234,1,124,113,49,3769,249,22,227,99,171,171,74,1156,119,52,20,354,204,204,327
"78470",139.63,-36.12,1,153,108,53,3371,268,65,203,110,195,195,110,510,71,16,45,203,57,60,203
"78471",146.28,-37.83,1,66,94,43,4180,195,-20,215,18,120,120,13,1949,228,79,29,646,277,277,637
"78472",146.3096,-37.9568,1,115,114,50,3876,242,14,228,89,164,164,64,1358,142,65,20,414,239,239,389
"78473",146.2596,-37.9568,1,117,115,50,3842,245,16,229,92,166,166,67,1309,136,61,20,400,231,231,375
"78474",146.3263,-38.0901,1,130,113,50,3689,252,29,223,106,177,177,82,967,99,44,19,293,174,174,267
"78475",146.2096,-38.1234,1,132,112,50,3691,254,31,223,108,179,179,84,986,104,45,21,303,171,171,281
"78476",146.2929,-37.8734,1,69,95,44,4120,197,-17,214,22,122,122,17,1919,222,80,28,629,280,280,618
"78477",146.5096,-38.0568,1,121,114,50,3755,244,19,225,96,168,168,72,1093,110,59,15,315,216,216,283
"78478",145.9429,-37.9401,1,120,109,48,3806,246,23,223,77,168,168,71,1320,145,52,24,417,216,216,391
"78479",146.2596,-38.1401,1,135,112,50,3651,255,34,221,111,181,181,87,916,96,45,20,279,160,160,261
"78480",142.7743,-38.5224,1,136,91,50,3071,237,57,180,97,177,177,97,906,116,35,33,321,126,126,321
"78481",146.2929,-38.1568,1,132,112,50,3662,252,31,221,108,178,178,84,923,95,44,20,280,164,164,258
"78482",147.42,-36.08,1,118,123,44,5354,273,-1,274,59,185,187,49,1119,140,44,32,392,167,176,389
"78483",147.4762,-36.2567,1,110,121,45,5220,263,-5,268,52,176,177,43,1208,150,48,32,422,180,191,417
"78484",147.4262,-36.2567,1,131,127,46,5285,287,11,276,73,197,199,63,992,122,40,30,342,155,162,336
"78485",147.5095,-36.1234,1,123,126,45,5358,279,3,276,64,190,192,54,1081,137,44,32,379,163,172,376
"78486",147.7429,-35.9901,1,146,135,47,5428,306,19,287,87,214,216,76,845,102,41,25,276,148,154,270
"78487",147.3429,-36.1901,1,140,128,46,5331,297,19,278,82,207,209,72,871,103,37,28,292,142,148,286
"78488",147.4929,-36.1234,1,126,127,45,5381,283,6,277,67,194,196,58,1045,132,43,32,366,158,167,363
"78489",147.9262,-36.1234,1,130,134,47,5332,289,5,284,73,196,198,61,968,117,45,26,321,164,174,313
"78490",147.22,-36.25,1,143,126,45,5302,298,23,275,85,210,211,75,884,106,37,28,298,143,148,294
"78491",147.63,-36.1,1,125,129,46,5357,282,3,279,66,192,194,56,1050,133,44,31,365,161,170,362
"78492",147.7929,-35.9734,1,142,135,47,5401,302,15,287,84,209,211,72,874,106,42,25,286,153,159,280
"78493",147.5428,-36.0998,1,127,128,46,5358,284,6,278,68,194,196,58,1031,130,43,31,359,158,167,355
"78494",147.9095,-36.0401,1,139,136,47,5401,299,12,287,81,206,208,69,899,108,43,25,294,157,164,286
"78495",147.8929,-36.1901,1,141,136,47,5356,302,15,287,84,208,210,72,854,99,42,23,272,153,162,263
"78496",147.6929,-36.1734,1,127,130,46,5315,285,5,280,69,193,195,59,1031,129,44,31,357,160,169,353
"78497",147.9762,-36.1401,1,141,136,47,5366,300,14,286,83,207,209,71,887,104,43,23,284,158,167,275
"78498",147.63,-36.23,1,132,130,46,5315,290,10,280,74,198,200,63,982,122,42,30,337,155,163,332
"78499",147.6262,-36.2401,1,132,130,46,5315,290,10,280,74,198,200,63,982,122,42,30,337,155,163,332
"78500",147.5429,-36.1234,1,127,128,46,5358,284,6,278,68,194,196,58,1031,130,43,31,359,158,167,355
"78501",147.2429,-36.1234,1,133,124,44,5406,289,13,276,74,201,203,64,924,112,38,30,315,146,152,312
"78502",145.67,-37.53,1,127,113,47,4259,264,27,237,80,181,181,72,1250,148,51,28,414,185,185,402
"78503",147.3595,-36.2401,1,143,128,46,5319,300,22,278,85,210,212,75,857,101,36,27,285,142,147,279
"78504",147.3095,-36.0901,1,142,127,45,5400,300,21,279,83,210,212,74,836,98,36,27,278,138,143,272
"78505",147.3095,-36.1067,1,142,127,45,5400,300,21,279,83,210,212,74,836,98,36,27,278,138,143,272
"78506",147.2262,-36.0901,1,133,124,44,5406,289,13,276,74,201,203,64,924,112,38,30,315,146,152,312
"78507",147.2595,-36.1901,1,145,127,45,5346,301,24,277,87,213,214,77,829,98,35,27,277,137,141,271
"78508",147.2095,-36.3234,1,145,127,46,5274,300,24,276,87,211,213,78,885,106,37,28,297,144,148,293
"78509",147.0929,-36.2568,1,145,125,45,5290,299,25,274,78,212,213,78,866,104,35,30,293,137,140,293
"78510",147.2595,-36.2067,1,145,127,45,5346,301,24,277,87,213,214,77,829,98,35,27,277,137,141,271
"78511",147.3429,-36.1234,1,129,126,45,5390,286,9,277,70,197,199,61,983,121,40,31,339,152,160,335
"78512",147.4262,-36.0901,1,122,124,45,5357,277,3,274,63,189,191,53,1087,136,43,32,381,163,172,377
"78513",145.75,-37.52,1,114,106,45,4339,250,18,232,65,170,170,59,1505,190,54,34,528,203,203,524
"78514",139.85,-37.32,1,144,87,52,2816,238,71,167,109,181,181,109,680,117,17,56,309,64,64,309
"78515",138.6,-33.833,1,148,134,50,4762,301,33,268,88,208,209,88,635,88,22,46,244,71,71,244
"78516",148.6312,-37.2537,1,110,114,49,4069,233,2,231,105,144,160,56,917,99,61,14,265,192,195,237
"78517",148.5903,-37.2948,1,115,114,49,4034,237,8,229,110,149,166,62,930,101,62,15,269,191,194,242
"78518",148.5781,-37.3031,1,109,114,49,4046,232,2,230,104,143,160,56,935,102,62,14,273,194,196,240
"78519",148.5782,-37.3067,1,109,114,49,4046,232,2,230,104,143,160,56,935,102,62,14,273,194,196,240
"78520",145.6802,-38.3391,1,136,97,48,3397,248,49,199,98,180,180,92,1086,117,48,25,335,173,173,328
"78521",145.901,-38.107,1,133,108,49,3700,256,36,220,109,181,181,86,1056,112,51,22,329,177,177,290
"78522",149.116,-37.133,1,103,113,48,4118,226,-5,231,121,56,154,49,798,84,52,13,223,174,207,186
"78523",145.8768,-38.2059,1,134,106,48,3625,255,38,217,110,181,181,87,1054,111,50,23,327,172,172,299
"78524",145.6865,-37.9877,1,134,106,48,3737,257,39,218,109,182,182,86,1085,116,53,21,338,184,184,298
"78525",145.7841,-38.2861,1,137,101,48,3498,253,45,208,97,182,182,91,1077,112,50,23,328,174,174,316
"78526",145.5533,-38.3916,1,138,93,48,3337,247,54,193,100,182,182,95,999,108,45,25,309,162,162,304
"78527",145.8302,-38.2595,1,136,102,48,3522,252,43,209,96,181,181,90,1086,113,50,24,332,174,174,319
"78528",145.7662,-37.9885,1,136,109,49,3764,260,39,221,111,184,184,87,1065,114,52,21,333,181,181,289
"78529",145.812,-38.007,1,135,108,48,3720,258,37,221,110,182,182,86,1070,114,52,21,334,182,182,290
"78530",149.25,-37.2,1,117,108,48,3924,233,12,221,134,73,166,65,877,95,57,14,245,185,227,203
"78531",145.5963,-37.9416,1,129,104,48,3780,252,36,216,103,177,177,80,1200,127,56,22,368,199,199,346
"78532",145.6883,-37.8885,1,118,103,47,3897,243,25,218,74,168,168,67,1438,156,61,24,454,226,226,435
"78533",145.5565,-37.9402,1,130,104,48,3777,253,38,215,105,179,179,82,1156,122,55,21,353,193,193,333
"78534",145.6529,-37.8972,1,121,104,47,3876,247,28,219,78,171,171,71,1367,146,60,23,426,219,219,408
"78535",145.9474,-38.0624,1,132,110,49,3712,256,34,222,108,180,180,84,1074,115,50,22,336,182,182,295
"78536",145.7872,-38.2339,1,137,102,48,3558,254,44,210,113,183,183,91,1047,108,50,23,320,171,171,301
"78537",145.3717,-37.9594,1,139,100,48,3667,257,50,207,114,186,186,92,944,96,51,19,283,168,168,255
"78538",145.7927,-38.4574,1,128,96,48,3395,239,42,197,89,172,172,84,1137,120,48,25,353,182,182,346
"78539",145.6768,-37.8974,1,118,103,47,3897,243,25,218,74,168,168,67,1438,156,61,24,454,226,226,435
"78540",147.8341,-41.50556,1,93,95,50,3212,197,9,188,51,134,134,51,1046,121,50,23,335,182,182,335
"78541",145.2889,-37.9465,1,142,100,48,3695,258,52,206,116,189,189,94,906,93,51,18,265,165,165,242
"78542",145.6936,-37.9084,1,118,103,47,3897,243,25,218,74,168,168,67,1438,156,61,24,454,226,226,435
"78543",145.6737,-37.9425,1,129,106,48,3794,253,34,219,104,178,178,80,1214,130,56,22,378,200,200,347
"78544",145.53,-37.95,1,132,103,47,3779,254,39,215,106,180,180,83,1123,118,54,21,342,189,189,321
"78545",145.6167,-38.0067,1,136,104,48,3684,257,43,214,112,184,184,89,1014,107,52,20,312,176,176,276
"78546",145.5848,-38.0081,1,136,104,48,3684,257,43,214,112,184,184,89,1014,107,52,20,312,176,176,276
"78547",145.8136,-37.9476,1,114,104,47,3884,240,21,219,70,164,164,64,1474,160,61,25,469,232,232,447
"78548",145.8811,-37.9239,1,122,109,48,3789,248,25,223,97,170,170,73,1300,142,53,23,409,214,214,380
"78549",145.8,-37.93,1,114,104,47,3884,240,21,219,70,164,164,64,1474,160,61,25,469,232,232,447
"78550",145.8058,-38.0025,1,135,108,48,3720,258,37,221,110,182,182,86,1070,114,52,21,334,182,182,290
"78551",145.7563,-37.9686,1,136,109,49,3764,260,39,221,111,184,184,87,1065,114,52,21,333,181,181,289
"78552",145.6917,-38.0139,1,134,105,48,3713,256,39,217,109,182,182,86,1062,113,53,21,329,182,182,289
"78553",145.8569,-38.0165,1,132,109,49,3733,255,34,221,107,179,179,83,1119,120,53,21,350,191,191,304
"78554",145.534,-37.984,1,132,102,48,3739,253,41,212,107,180,180,84,1092,114,53,21,332,185,185,310
"78555",145.923,-37.975,1,128,110,49,3767,253,29,224,103,176,176,79,1163,127,49,22,365,198,198,325
"78556",145.927,-37.971,1,128,110,49,3767,253,29,224,103,176,176,79,1163,127,49,22,365,198,198,325
"78557",145.3263,-37.8734,1,137,102,48,3796,258,46,212,111,186,186,88,1005,103,55,18,295,180,180,271
"78558",148.17,-40.53,1,132,79,49,2781,218,57,161,104,168,168,96,716,79,36,22,220,125,125,218
"78559",148.166,-41.083,1,127,89,51,2901,218,45,173,93,164,164,89,917,104,45,22,281,160,160,280
"78560",147.216,-41.25,1,109,98,49,3370,220,22,198,66,153,153,66,1140,150,47,34,408,160,160,408
"78561",145.6167,-41.73333,1,108,89,51,2786,205,31,174,76,144,144,72,1987,225,82,27,662,306,306,638
"78562",145.6041,-41.69794,1,99,87,50,2855,197,25,172,66,137,137,63,1987,226,85,27,659,306,306,639
"78563",146.8071,-41.20355,1,126,90,48,3186,227,41,186,85,167,167,85,902,122,38,33,319,133,133,319
"78564",146.258,-38.583,1,116,95,48,3388,223,29,194,72,160,160,72,1278,140,59,24,399,210,210,399
"78565",145.1765,-38.3503,1,144,86,47,3285,246,65,181,120,187,187,102,801,89,40,26,251,136,136,239
"78566",149.096,-37.15854,1,103,113,48,4118,226,-5,231,121,56,154,49,798,84,52,13,223,174,207,186
"78567",149.7586,-36.45736,1,135,109,49,3953,246,25,221,169,90,184,83,973,114,47,23,303,162,286,196
"78568",145.2096,-38.3401,1,144,87,47,3250,247,65,182,121,187,187,102,791,88,40,26,249,135,135,236
"78569",138.58,-33.92,1,153,131,50,4660,303,41,262,95,212,213,95,557,76,20,43,209,65,66,209
"78570",145.2096,-37.8068,1,142,102,48,3799,261,50,211,116,191,191,93,897,91,52,17,258,165,165,236
"78571",145.1596,-37.6734,1,146,105,48,3925,267,51,216,139,196,196,95,737,74,47,16,216,145,145,178
"78572",146.2166,-41.46665,1,92,89,48,3151,195,13,182,51,132,132,51,1508,202,63,35,543,213,213,543
"78573",146.4596,-37.2068,1,94,111,45,4620,237,-6,243,42,154,154,36,1391,172,54,31,474,195,195,468
"78574",145.9333,-41.6,1,69,83,47,3067,172,-2,174,30,109,109,30,2176,266,91,30,735,320,320,735
"78575",145.3548,-38.3602,1,141,90,48,3329,247,60,187,104,185,185,98,880,96,43,25,273,147,147,264
"78576",145.3003,-38.3387,1,143,89,47,3284,248,62,186,120,186,186,101,837,92,41,25,261,141,141,250
"78577",145.4439,-38.3668,1,141,92,48,3338,249,58,191,103,184,184,98,910,99,43,25,280,151,151,272
"78578",145.35,-38.35,1,141,90,48,3329,247,60,187,104,185,185,98,880,96,43,25,273,147,147,264
"78579",145.3598,-38.3386,1,141,90,48,3329,247,60,187,104,185,185,98,880,96,43,25,273,147,147,264
"78580",145.3803,-38.3461,1,141,91,48,3309,247,59,188,103,184,184,98,899,98,43,25,277,149,149,269
