"","X","Y","Presence","Annual.Mean.Temperature","Mean.Diurnal.Range","Isothermality","Temperature.Seasonality","Max.Temperature.of.Warmest.Month","Min.Temperature.of.Coldest.Month","Temperature.Annual.Range","Mean.Temperature.of.Wettest.Quarter","Mean.Temperature.of.Driest.Quarter","Mean.Temperature.of.Warmest.Quarter","Mean.Temperature.of.Coldest.Quarter","Annual.Precipitation","Precipitation.of.Wettest.Month","Precipitation.of.Driest.Month","Precipitation.Seasonality","Precipitation.of.Wettest.Quarter","Precipitation.of.Driest.Quarter","Precipitation.of.Warmest.Quarter","Precipitation.of.Coldest.Quarter"
"170",142.946391450241,-24.0707553678658,0,232,150,48,5783,376,66,310,291,170,299,152,295,62,7,65,141,27,141,30
"1711",136.50062979199,-17.0135627954733,0,261,130,53,3819,368,124,244,291,205,301,205,704,188,0,113,483,6,314,6
"173",140.635571461171,-32.1608037315309,0,177,139,47,5467,331,40,291,232,106,246,106,223,26,14,20,64,45,64,45
"1761",105.567520568147,-2.80796800274402,0,273,78,87,430,321,232,89,269,274,277,267,2609,343,114,33,942,383,486,878
"1781",141.904484969564,-7.58995368378237,0,263,85,77,804,322,212,110,270,251,271,251,2522,356,87,44,987,318,954,329
"189",146.483926703222,-6.21253633755259,0,226,102,85,487,287,168,119,230,218,230,218,2145,277,79,42,808,250,794,250
"191",138.971837707795,-21.2619625614025,0,244,155,50,5284,382,76,306,296,169,303,169,353,81,4,87,208,19,202,19
"196",117.203273409978,-29.6543591457885,0,196,146,47,5814,361,56,305,133,221,270,122,290,53,10,53,133,34,44,124
"199",141.67163813021,-6.50936134741642,0,265,89,81,628,324,215,109,269,256,271,256,3835,500,218,29,1324,663,1118,663
"2071",115.856869751588,-28.6801518558059,0,200,146,48,5732,368,65,303,140,253,274,128,301,56,9,59,148,32,49,135
"208",113.470696313307,1.17229975759983,0,237,83,91,177,283,192,91,235,236,239,235,3785,393,200,19,1119,672,999,1057
"2101",133.322885902599,-29.3906916375272,0,198,152,50,5283,353,53,300,263,141,263,128,173,20,9,24,56,33,56,35
"2141",124.355416689068,-20.3873914352152,0,265,151,52,4883,392,103,289,309,247,316,195,331,90,1,108,225,8,137,15
"215",116.331050666049,4.85045261797495,0,243,71,91,231,283,205,78,246,240,246,240,2151,253,134,18,658,459,658,468
"222",122.881556483917,-26.5618292964064,0,217,148,45,6274,378,52,326,286,183,292,132,188,32,6,46,72,19,67,40
"231",147.533005774021,-26.4037144498434,0,192,152,49,5716,336,26,310,260,129,260,114,572,91,20,43,228,79,228,86
"2381",142.411163891666,-24.1058798797894,0,234,149,48,5820,378,69,309,293,171,301,153,277,61,7,67,139,27,138,28
"2551",104.006571285427,1.94801109377295,0,267,81,86,435,318,224,94,261,267,272,260,2765,421,163,32,1038,542,567,885
"258",108.202282423154,-7.7841215278022,0,268,77,79,693,314,217,97,270,273,273,257,3443,449,198,28,1193,626,657,863
"2651",131.819701930508,-30.2337303501554,0,187,154,54,4514,333,51,282,160,160,241,127,192,22,7,26,59,40,59,42
"268",138.265300672501,-5.28417876223102,0,267,85,83,674,319,217,102,270,273,273,256,4205,413,272,13,1203,878,878,1139
"271",142.639650087804,-18.0463865026832,0,264,141,56,3322,378,130,248,287,216,300,216,786,233,2,122,564,8,393,8
"2751",125.008482532576,-28.0040367902257,0,203,149,46,5863,363,45,318,164,171,274,125,180,21,8,25,56,32,52,43
"2791",143.277268446982,-12.4162687035277,0,259,79,63,1468,319,195,124,271,249,274,237,1715,370,10,96,1032,35,545,81
"282",111.870691273361,-6.93903968087398,0,259,93,76,560,324,202,122,256,257,268,254,1756,276,29,64,792,114,290,136
"2851",140.70487936493,-36.5958256844897,0,147,131,53,3957,292,46,246,98,198,198,98,543,73,18,41,204,64,64,204
"291",106.04144598823,-6.77609927020967,0,268,96,84,293,323,210,113,267,265,270,265,3357,421,135,39,1245,422,893,1141
"294",143.229525615461,-25.5939473037142,0,228,146,46,6066,375,62,313,292,162,300,145,307,53,8,55,144,33,125,40
"295",140.289760916494,-19.8818197951186,0,257,141,52,4436,378,109,269,295,210,305,194,516,145,3,106,342,15,246,16
"296",123.511315705255,-18.9067728712689,0,266,138,54,3925,371,117,254,300,251,306,208,471,140,1,121,345,8,206,16
"297",132.713268171065,-20.4464954545256,0,249,142,49,5124,378,90,288,297,177,305,177,374,90,4,88,219,18,219,18
"314",124.203970660456,13.623634360265,0,268,79,75,899,320,215,105,264,268,277,255,3425,570,132,50,1563,478,654,631
"3161",125.500700715929,-28.555232482031,0,200,149,47,5640,357,45,312,163,139,269,124,176,20,8,26,54,32,51,42
"320",145.699708620086,-42.7598125557415,0,103,76,49,2593,190,37,153,73,137,137,70,2367,264,105,23,754,393,393,721
"326",131.081113321707,-23.933797175996,0,209,157,48,6051,361,35,326,271,145,279,126,341,49,13,42,138,41,129,47
"330",148.43443880789,-33.8671888702083,0,141,136,46,5513,301,10,291,105,184,212,71,805,82,56,14,230,174,192,216
"3311",108.389146951959,11.9929135811981,0,189,109,68,1078,264,104,160,195,174,201,174,1787,302,8,66,793,61,555,61
"341",115.727195590734,-2.47758235200308,0,241,78,83,290,290,197,93,239,240,244,239,2585,316,106,35,909,370,494,406
"344",129.968103896827,-24.4132719270419,0,226,153,47,6004,377,54,323,288,163,296,143,283,42,9,48,122,30,110,35
"345",119.945903192274,-3.96770413964987,0,268,82,76,403,322,215,107,269,271,271,262,1815,222,111,22,598,359,389,483
"348",142.317254976369,-25.0462993828114,0,230,146,46,6032,377,65,312,294,165,302,148,267,56,7,62,132,32,125,35
"352",120.170813263394,-23.5223864635918,0,239,147,46,6089,388,73,315,304,209,310,156,263,61,4,73,135,19,131,42
"353",105.792323462665,-2.38371618906967,0,274,72,85,473,318,234,84,269,276,278,267,2766,321,140,25,907,467,558,855
"359",147.619334263727,-37.866552262567,0,142,113,53,3475,251,40,211,156,186,186,96,710,82,34,20,216,142,142,173
"3611",133.129616579972,-13.4961666469462,0,259,129,59,2468,357,141,216,271,222,286,222,1326,303,2,106,858,9,372,9
"363",125.290598045103,-9.28646242478862,0,258,76,68,980,309,198,111,266,251,269,244,1622,284,16,64,742,71,630,187
"367",125.613458869047,-19.7407115146052,0,271,153,52,4731,398,108,290,311,221,321,203,349,98,1,111,243,10,156,11
"368",124.696169286035,-18.5512688802555,0,275,148,54,4062,390,118,272,307,232,318,216,462,137,1,120,329,7,216,12
"3691",139.157358882949,-18.2921870774589,0,263,129,53,3844,367,126,241,295,207,304,207,634,172,1,117,454,8,297,8
"370",109.584711794741,1.26378962653689,0,265,83,87,382,316,221,95,259,266,268,259,3198,439,145,34,1183,490,612,1183
"371",151.19656517636,-27.1604504389688,0,190,144,51,4963,318,40,278,241,121,247,121,666,97,31,37,254,102,246,102
"3721",126.812401800416,-27.5453525874764,0,202,151,47,5951,363,42,321,273,138,273,122,186,23,7,26,58,33,58,45
"3801",133.384748874232,-18.6779487458989,0,263,145,52,4541,386,109,277,301,198,312,198,451,121,1,105,291,11,205,11
"381",103.341625644825,3.56551375356503,0,267,87,85,580,322,220,102,258,270,273,258,2936,638,133,57,1344,402,484,1344
"383",100.986023019068,13.9437756303232,0,279,91,58,1481,351,195,156,283,260,295,257,1503,311,6,76,738,38,433,59
"386",137.440355871804,-23.5075019253418,0,233,160,48,5996,387,60,327,296,206,304,151,225,45,4,63,111,23,105,29
"387",112.396944761276,0.00829102238640189,0,253,87,92,272,301,207,94,249,253,255,248,2802,364,125,34,992,407,783,982
"390",121.32081463933,13.0514254991431,0,267,72,72,815,321,221,100,270,258,278,255,2217,335,35,56,879,146,499,279
"407",148.473635618575,-37.1361585147679,0,94,114,48,4254,221,-15,236,89,129,147,38,998,106,64,14,298,211,217,251
"410",137.926028976217,-34.157411751803,0,163,120,49,4351,300,58,242,116,218,218,108,398,54,13,40,148,49,51,148
"418",102.780032963492,12.7660972077865,0,266,92,62,1186,336,189,147,265,251,280,249,1428,249,11,63,626,51,344,115
"425",136.195826116018,-23.9971583569422,0,225,162,48,6115,384,52,332,289,199,299,143,218,42,4,55,100,24,96,32
"429",109.81545030605,1.10275354119949,0,255,85,89,325,306,211,95,250,256,258,250,3285,411,153,28,1134,523,668,1134
"439",138.438640413806,-4.84812556765974,0,268,86,85,610,320,219,101,271,274,274,259,3809,391,251,12,1099,819,819,1002
"441",100.710543082096,5.0364422344137,0,274,101,86,402,332,215,117,270,276,279,268,3066,394,149,29,1005,520,897,799
"456",128.559850831516,-23.6152954772115,0,239,148,47,5880,384,73,311,299,177,306,158,252,40,7,56,114,22,113,28
"459",148.015389651991,-33.1420980126131,0,172,131,45,5650,325,37,288,239,99,244,99,590,66,35,16,170,130,166,130
"460",152.140791332349,-4.62538675987162,0,249,75,88,373,293,208,85,244,251,252,244,2421,248,153,15,667,496,568,667
"461",131.960794674233,-29.9354210740421,0,190,155,53,4683,339,50,289,246,137,246,127,186,20,7,27,60,38,60,39
"462",150.479792510159,-35.0834186095744,0,165,92,48,3503,256,68,188,195,124,208,118,1218,138,66,24,386,210,318,275
"4701",147.105325339362,-21.0312564030755,0,228,133,53,3977,339,89,250,272,185,272,171,635,136,9,79,352,38,352,47
"474",146.686303229071,-30.028292449424,0,200,144,46,5934,355,47,308,268,136,275,122,424,54,20,30,154,74,143,77
"476",148.046841584146,-32.8510340594221,0,175,130,45,5658,327,40,287,242,102,247,102,566,68,32,19,171,118,170,118
"480",122.234298586845,-24.6144406043459,0,234,151,46,6255,392,65,327,301,203,308,149,215,47,4,67,105,14,98,33
"484",141.882972004823,-20.5696337239351,0,252,156,53,4634,383,91,292,301,203,302,186,494,141,3,106,329,16,238,18
"488",140.399722517468,-24.4615657511167,0,235,146,46,6001,383,72,311,298,171,307,153,224,49,5,67,114,25,105,28
"4901",121.501031704247,-3.20989589206874,0,247,81,79,572,301,199,102,246,250,253,238,2272,287,101,29,781,362,386,595
"493",124.484142675065,-22.6881960814353,0,254,152,49,5762,398,88,310,312,229,318,174,220,52,3,81,124,10,120,21
"495",133.305362248793,-22.4939111003187,0,220,149,48,5720,365,55,310,278,161,286,142,318,56,8,56,146,33,143,36
"502",140.80731971655,-3.66697123041376,0,247,69,90,206,286,210,76,247,244,249,244,2493,294,130,25,819,430,737,430
"511",130.254899780266,-1.77307154401205,0,262,60,82,501,301,228,73,265,262,267,254,2464,255,144,19,732,454,570,534
"5151",101.984994625673,-3.31937287352048,0,266,93,89,258,318,214,104,263,265,270,263,3364,388,164,25,1111,548,840,1111
"520",124.396855197847,-18.3007477561478,0,275,142,54,3832,383,123,260,305,233,314,218,492,145,0,119,353,7,226,14
"525",145.200962764211,-28.2363609841559,0,203,146,46,6007,357,45,312,270,139,277,123,369,61,13,44,157,52,139,61
"5261",117.003070577048,-34.6332547685597,0,149,104,52,3377,264,64,200,108,192,194,108,853,137,24,56,377,73,77,377
"5291",138.124819989316,-17.7181647554971,0,256,120,51,3841,355,124,231,288,199,296,199,722,210,1,114,498,8,307,8
"5301",114.321233117953,3.61431128229015,0,265,74,90,281,308,226,82,264,266,269,261,3875,418,239,16,1187,821,914,1009
"5381",101.855418686755,3.62722890102305,0,254,104,90,400,312,197,115,251,255,258,248,2544,325,137,28,878,426,620,618
"543",138.800579975359,-27.2667934582569,0,221,149,46,6292,381,58,323,291,154,299,137,162,35,4,57,74,22,66,27
"544",142.336381208152,-25.3240377653856,0,231,146,46,6060,378,66,312,295,165,303,148,264,54,7,59,130,32,120,36
"545",142.191183441319,-20.9795155853499,0,249,157,52,4818,383,86,297,301,198,301,180,456,125,4,101,296,19,296,24
"5511",110.31611145474,-7.47878911090083,0,229,91,80,350,285,172,113,226,226,232,225,2971,425,64,53,1214,242,586,1186
"552",145.055162128992,-33.1812613329384,0,177,136,46,5697,331,37,294,178,115,249,102,355,39,23,19,104,81,84,82
"5531",126.362746795639,-24.1402824094985,0,243,148,46,6067,394,77,317,313,216,313,160,187,32,3,56,85,15,85,27
"565",134.986907099374,-31.2860494689085,0,183,147,50,5089,339,48,291,124,244,247,117,201,23,11,22,62,38,38,59
"566",149.824898894876,-25.0619235041086,0,199,148,52,4881,327,43,284,255,144,255,130,700,102,27,45,291,96,291,99
"572",122.885532355867,-29.0867705410346,0,196,141,46,5712,352,48,304,158,198,266,119,217,26,10,28,73,33,57,58
"5801",140.270606675185,-22.529251165688,0,239,144,48,5559,378,80,298,295,179,303,162,314,66,6,76,175,22,164,24
"583",129.696812913753,-29.4974536111113,0,189,159,52,4906,344,43,301,248,135,248,123,170,19,9,20,51,31,51,36
"584",133.624321855605,-31.5190079284366,0,175,139,54,4222,308,51,257,126,224,227,118,254,32,8,33,91,36,39,89
"587",132.417787546292,-25.2867388166487,0,210,160,47,6213,368,34,334,274,145,284,125,240,37,10,38,92,33,89,35
"591",109.242911110632,0.597740799421445,0,265,81,88,298,314,222,92,264,266,268,261,2868,351,149,26,999,523,648,957
"594",135.356878913008,-26.0822152218316,0,222,155,47,6246,383,54,329,298,192,298,138,137,19,3,44,51,16,51,27
"597",145.427937172353,-18.7069479108322,0,220,119,55,3279,316,102,214,250,183,255,172,864,188,11,90,526,36,476,41
"604",133.759635835886,-20.0864610122517,0,255,135,49,4894,379,106,273,308,186,308,186,372,98,3,96,232,13,232,13
"606",127.401895225048,-15.195110659115,0,272,118,57,2810,365,158,207,289,229,301,229,1009,257,0,110,686,13,253,13
"607",122.783520375378,-27.9116839054041,0,202,144,45,6072,362,45,317,244,205,276,120,219,35,9,37,77,31,67,54
"613",116.218425687402,-3.83490756852552,0,267,81,79,390,319,217,102,266,267,270,263,2464,319,120,32,899,411,454,445
"618",116.379887126386,1.75870985724032,0,199,73,85,340,243,158,85,199,195,203,194,2741,282,184,13,794,588,724,589
"623",124.496748652309,-30.2575813699514,0,189,143,49,5001,337,49,288,226,158,250,122,197,24,11,22,61,37,51,47
"628",137.015405632555,-27.2384049044922,0,223,153,46,6302,387,59,328,294,157,301,140,136,20,5,39,56,20,50,25
"629",130.602312749252,-19.9144985026214,0,253,159,51,5133,389,78,311,307,180,307,180,417,101,4,93,253,19,253,19
"633",134.283785787411,-14.8051300423685,0,272,140,56,3301,383,137,246,294,223,308,223,852,226,0,115,599,5,381,5
"634",106.438093208708,-2.88801079266705,0,271,72,85,419,317,233,84,266,273,275,265,2379,268,120,25,766,386,445,663
"637",132.915889699943,-20.4226087336428,0,251,141,49,5070,379,93,286,298,179,306,179,367,90,4,91,218,17,217,17
"642",117.048532399349,0.751822649035603,0,259,71,89,205,300,221,79,260,258,261,257,2149,236,123,24,664,385,606,498
"6441",146.099447743036,-7.54914944525808,0,216,111,88,605,281,155,126,221,206,221,206,2631,311,118,28,869,379,831,379
"665",125.601171292365,-30.4387618124019,0,184,142,51,4721,324,46,278,155,183,241,120,202,23,12,21,60,39,53,52
"666",113.065251908265,-2.26210344117135,0,268,83,86,403,320,224,96,268,271,272,262,2691,318,128,27,862,422,465,781
"668",126.643706695177,-16.1446080601308,0,262,124,55,3130,361,138,223,283,215,294,215,1001,251,2,110,675,15,480,15
"669",101.899946597405,0.759830543538556,0,269,95,89,348,324,218,106,267,269,274,265,2463,298,116,26,819,398,662,755
"673",128.510106443428,-31.7488819139544,0,171,118,55,3424,274,61,213,133,201,212,124,281,32,13,24,92,48,55,88
"675",135.501413475722,-13.2184603787027,0,259,102,58,2250,339,165,174,275,233,284,226,1201,268,2,104,782,9,488,11
"6841",145.274766511284,-24.6143632696476,0,223,152,50,5480,363,59,304,279,196,286,147,497,85,13,55,221,52,218,60
"686",138.068108786829,-24.6743625099771,0,233,155,47,6094,389,64,325,298,204,306,150,181,31,3,54,85,21,78,28
"687",126.19258783292,-16.9650368310977,0,263,133,54,3480,369,126,243,286,227,299,211,806,214,2,112,553,12,392,15
"6891",143.179266927764,-34.807540451875,0,167,138,48,5169,323,37,286,135,233,233,100,350,36,23,14,103,73,73,91
"6951",128.166950461455,-24.433874450624,0,232,143,45,5982,381,70,311,296,169,302,150,237,35,7,51,100,25,99,31
"698",150.664003300481,-28.0614982871339,0,191,144,50,5307,328,40,288,254,119,254,119,633,83,29,32,231,105,231,105
"700",137.547790915705,-26.4095220284071,0,226,153,46,6275,388,60,328,296,196,303,143,145,23,3,45,63,18,56,26
"713",126.38386412058,-16.727295742603,0,261,130,54,3367,365,128,237,283,226,296,211,871,225,2,111,591,14,422,15
"716",139.47113938164,-20.9405277890619,0,239,149,50,5050,370,77,293,294,167,294,167,419,98,4,93,251,19,251,19
"718",135.467932983302,-30.1831551070791,0,197,148,48,5664,359,52,307,268,237,268,123,152,16,9,19,43,34,43,37
"7201",122.952499878593,-22.8536868421361,0,254,152,48,5836,402,88,314,314,228,321,174,221,57,3,85,128,9,118,22
"722",133.287608092651,-11.947602952132,0,275,94,60,1639,346,191,155,282,249,293,249,1316,305,1,108,869,6,302,6
"726",132.503990279511,-19.5297493436374,0,259,145,50,4817,386,100,286,302,190,311,190,408,103,3,97,253,14,184,14
"729",132.094287378713,-27.9538123228122,0,198,158,49,5628,357,40,317,266,122,266,122,206,32,9,33,76,32,76,32
"736",103.153019188903,1.62719501415268,0,266,97,91,281,319,213,106,263,267,269,262,2431,253,146,17,711,500,685,662
"7451",130.375813329592,-18.9033715520054,0,254,155,52,4793,383,86,297,294,185,304,185,464,111,3,98,288,16,211,16
"746",137.679720437154,-3.11923951259814,0,265,86,88,444,314,217,97,268,265,269,258,3263,355,231,12,935,712,928,797
"7551",121.294400203042,0.543838741723448,0,234,84,83,362,288,187,101,231,234,237,229,2056,230,135,18,654,437,456,611
"7571",134.62331416551,-22.5288017920684,0,222,153,48,5805,370,54,316,281,162,289,142,313,61,8,62,153,29,151,32
"7621",103.277008058503,-1.6972368361894,0,269,88,90,283,318,221,97,266,269,272,265,2528,278,113,29,816,368,568,758
"7641",103.292718105949,11.4927991677541,0,269,81,67,745,327,207,120,269,261,280,261,3213,639,9,88,1796,58,512,122
"7651",136.491034803912,-12.7393414732069,0,269,88,59,1878,338,190,148,283,245,290,242,1308,268,2,99,794,12,489,25
"7661",130.267367106862,-21.171222430421,0,247,157,50,5427,386,73,313,306,192,306,171,348,79,5,80,195,19,195,23
"7681",129.044387852773,-21.9993727910332,0,250,154,50,5566,388,81,307,312,193,312,172,284,59,5,74,150,17,150,24
"7691",117.094958894886,-22.4378071527462,0,253,148,49,5393,397,100,297,312,257,316,179,352,81,2,83,201,11,179,55
"772",121.304171127267,-33.301953949267,0,166,115,53,3587,283,69,214,129,211,211,120,465,56,17,35,165,66,77,165
"7771",113.857442941517,3.69618891738355,0,267,75,89,320,311,227,84,265,265,270,262,3514,403,223,20,1136,720,773,965
"780",141.348940320313,-28.9123636798467,0,208,138,44,6236,362,53,309,278,141,285,125,190,27,8,34,71,34,66,40
"790",126.576961837709,-22.5939001131337,0,251,150,49,5707,392,86,306,314,227,314,171,232,46,3,72,122,14,122,22
"799",145.142275486141,-19.3018599844072,0,227,129,55,3640,333,99,234,260,187,266,175,666,168,7,96,408,24,400,26
"800",146.995930788107,-36.3390063378029,0,120,119,44,5236,272,5,267,62,187,188,54,1113,143,41,33,391,167,174,390
"808",116.982201621868,3.45949251321144,0,270,73,91,272,311,231,80,270,266,272,265,3304,324,201,13,921,674,872,703
"8101",133.923229533248,-26.1703648220282,0,210,152,47,6169,367,46,321,276,146,285,127,203,32,7,45,84,28,74,31
"8141",117.252333359793,-28.582871312974,0,205,148,46,6119,374,58,316,137,197,282,126,239,39,8,46,101,30,51,92
"815",140.138749238104,-36.8439609801862,0,148,115,53,3450,274,59,215,105,193,193,105,587,91,16,50,246,59,59,246
"817",147.82312142197,-25.4712740716059,0,187,155,50,5445,329,23,306,251,128,251,112,669,104,19,49,288,80,288,90
"831",151.609155475162,-30.7616077084094,0,124,130,50,4752,252,-8,260,183,94,183,61,831,115,43,31,302,150,302,161
"834",124.197753104381,-28.004625790054,0,207,148,46,5922,366,47,319,248,174,279,127,185,23,9,27,59,32,52,43
"836",113.971032118425,1.56376526108943,0,251,80,91,215,295,208,87,251,251,253,248,4200,413,244,14,1211,821,1024,1103
"839",119.094936242327,-27.2102978732437,0,212,139,44,6348,374,59,315,139,209,292,129,231,31,6,42,80,24,68,67
"849",144.358568266034,-20.9376328380313,0,237,143,52,4533,362,91,271,287,189,287,173,512,124,7,87,299,26,299,35
"857",151.477591195144,-3.08760813786648,0,251,67,85,321,291,213,78,252,248,253,246,2947,354,164,25,966,566,743,596
"861",126.523081609048,-31.2123770907056,0,174,132,53,4096,297,49,248,127,171,224,119,245,32,13,25,81,48,54,73
"8631",120.299345906824,-32.6284237846266,0,168,130,51,4402,309,57,252,121,211,224,111,377,45,17,31,132,60,63,132
"8751",149.044903153554,-34.2744794744067,0,138,139,48,5251,294,6,288,105,105,206,71,688,70,46,13,195,151,175,166
"8781",149.509344408289,-10.3539904183708,0,254,73,66,1140,312,203,109,258,258,267,238,2235,232,87,23,680,363,563,603
"890",126.478254939429,-18.1734460196458,0,263,147,53,4205,385,109,276,294,221,308,202,540,157,1,112,369,11,268,12
"892",129.881797325797,-31.4165037672501,0,174,134,55,3752,294,54,240,154,218,218,122,246,28,10,25,80,41,41,74
"894",146.835582535714,-22.2943142848089,0,227,142,52,4518,350,77,273,277,179,277,163,627,119,11,70,326,52,326,59
"899",130.793386683799,-29.0066281240433,0,195,161,52,5122,352,45,307,256,138,256,126,174,21,8,28,60,29,60,31
"902",143.517113826238,-8.23948599863797,0,262,81,72,975,324,213,111,266,254,273,248,2973,357,139,31,1010,483,873,511
"904",113.662605239078,-2.99195962958038,0,268,82,82,448,322,223,99,261,271,272,261,2563,282,127,29,842,400,418,832
"906",149.577861479484,-33.6488867888693,0,115,123,47,4899,255,-5,260,83,83,177,51,823,88,53,15,230,171,227,204
"910",103.161098994315,14.8018933227286,0,269,110,56,1967,358,165,193,276,244,291,240,1250,284,2,85,654,18,253,28
"911",124.529522368684,-23.8874798058532,0,243,151,47,6056,395,75,320,306,215,313,160,193,39,3,63,93,12,92,26
"915",144.577297340147,-30.3527228743769,0,201,140,46,5988,354,50,304,269,136,276,121,310,44,14,29,107,60,101,63
"916",116.266376473941,-27.8262686240487,0,207,146,46,6089,376,62,314,142,231,284,129,238,40,6,53,107,22,60,94
"917",129.75832588505,-16.3698981713969,0,278,140,55,3574,386,135,251,302,225,314,225,721,173,0,107,469,6,358,6
"920",140.52986681927,-28.9249548432417,0,211,140,45,6235,365,56,309,282,144,289,128,177,27,8,37,65,31,65,34
"929",145.714605776593,-26.9974174234085,0,208,143,46,6018,352,45,307,272,143,280,126,405,67,16,44,167,57,155,58
"931",124.913185196929,-14.9733184976503,0,280,90,60,1802,341,192,149,289,259,297,251,1283,384,1,125,988,12,182,16
"934",138.724800418131,-22.9270280431956,0,240,154,49,5800,387,73,314,300,178,308,160,233,49,4,73,126,20,118,24
"936",139.774088435806,-27.5988877366763,0,221,145,45,6281,377,60,317,291,154,298,137,166,31,6,47,66,27,65,30
"941",124.569361065514,-27.14310145122,0,212,149,45,6129,373,48,325,255,179,286,129,178,25,7,33,58,27,57,41
"9461",122.339315731078,-22.0257194363512,0,262,152,49,5540,404,99,305,317,238,323,184,249,71,2,98,157,7,141,20
"949",149.321051379666,-25.880958661437,0,202,151,51,5236,337,42,295,264,130,264,130,576,87,24,43,238,87,238,87
"951",119.185454593971,-28.4164300165139,0,202,139,44,6195,365,54,311,132,198,281,122,232,32,9,38,85,28,59,73
"968",140.618964787573,-35.1451410970185,0,159,142,52,4476,312,43,269,110,215,217,102,342,39,17,27,111,55,58,110
"9711",114.370324569754,-0.385355970356613,0,251,79,91,227,295,209,86,249,251,252,248,3564,425,188,25,1120,592,1064,1042
"975",113.086287719198,-0.502486786572263,0,252,84,91,317,300,208,92,247,252,254,247,3280,345,182,22,986,560,672,974
"981",125.174169372767,-19.2753240885213,0,270,153,53,4511,393,107,286,307,223,317,204,400,115,1,115,284,9,180,11
"984",144.265489480458,-36.6691142343916,0,146,121,46,4857,291,33,258,92,207,208,84,547,64,28,26,179,92,95,172
"992",132.779519711621,-30.3871360886842,0,187,150,53,4649,332,51,281,157,241,243,124,199,23,9,19,60,42,50,52
"9961",141.089405794628,-36.4053732960019,0,146,136,52,4231,296,38,258,93,200,201,93,479,63,18,37,170,62,64,170
"998",136.085619260557,-3.31556619028561,0,211,85,83,714,266,164,102,201,215,218,200,3475,325,242,9,949,752,909,934
"27",145.019829599187,-21.6069854609668,0,237,143,52,4630,362,88,274,281,187,288,171,504,114,7,76,269,32,268,39
"4",139.170677517541,-29.4710486242548,0,206,146,46,6208,363,48,315,276,124,283,124,165,29,8,44,67,27,67,27
"10",148.102273833938,-23.9358045638073,0,217,145,51,4830,346,64,282,272,164,272,149,717,133,20,60,350,73,350,80
"115",143.698858101852,-15.6198448839132,0,255,129,61,2312,353,144,209,278,229,281,221,1011,270,2,116,698,9,491,11
"12",124.169964161702,-22.6905556372367,0,254,152,49,5759,398,88,310,312,229,318,174,221,54,3,82,126,10,120,21
"16",115.84516774863,-28.5834704828449,0,200,146,48,5746,368,64,304,139,221,274,128,298,56,9,60,146,31,51,133
"18",143.701791684143,-24.8164153634571,0,228,150,48,5830,372,61,311,287,165,295,147,339,54,8,55,156,34,143,39
"212",135.560762491077,-32.7603143744636,0,167,141,52,4544,317,47,270,108,222,225,108,302,39,11,40,115,38,41,115
"25",135.856728260405,-30.2928836306091,0,196,147,47,5724,358,51,307,268,237,268,121,158,17,10,17,45,36,45,38
"391",126.602717163041,4.00704843457788,0,268,88,89,298,318,220,98,266,269,270,264,3234,338,209,16,948,667,854,820
"421",112.35856177751,-2.10011589690112,0,266,83,88,362,317,223,94,267,269,269,261,2800,308,143,23,857,470,531,788
"50",117.563112843782,-27.3963155027013,0,216,141,45,6269,381,68,313,145,209,294,134,222,32,7,46,85,22,64,74
"52",144.671899871901,-5.61447027954273,0,202,115,89,384,266,137,129,205,196,205,196,3198,369,159,28,1079,495,1034,495
"541",142.412998047657,-37.9548762668855,0,130,105,51,3409,248,43,205,92,175,175,86,738,90,33,28,246,111,111,238
"55",138.599550127983,-30.8829295961186,0,168,144,46,6019,329,20,309,98,203,244,90,309,34,20,19,96,64,77,90
"58",105.599476043135,-4.99518961878493,0,269,90,85,304,323,218,105,265,267,272,265,2146,336,73,50,905,231,363,905
"61",130.237139575183,-19.2437881941441,0,255,157,52,4902,386,85,301,305,185,307,185,441,107,4,96,270,17,202,17
"622",141.522179241292,-26.9482780783437,0,222,143,45,6281,376,61,315,291,190,299,138,201,36,6,53,95,26,79,35
"63",134.945586090907,-18.1672550213989,0,264,146,53,4362,385,110,275,308,201,310,201,496,127,0,107,327,10,240,10
"643",138.198165930808,-17.1338697976898,0,264,107,51,3535,352,143,209,293,212,301,212,872,266,1,119,615,7,351,7
"654",132.195093887858,-25.5488745227922,0,206,161,47,6252,366,29,337,272,140,281,121,240,37,11,36,91,35,88,36
"672",141.899386565201,-33.7705477839336,0,174,137,47,5201,330,42,288,142,211,240,107,284,29,19,12,82,61,63,73
"691",142.579362746328,-29.1899104055483,0,209,137,44,6229,364,54,310,280,142,286,126,244,41,10,40,97,43,87,46
"701",139.233092884533,-33.0440525826998,0,153,145,50,5131,312,26,286,119,192,219,88,273,27,19,13,79,59,64,72
"74",122.271591797471,7.9765488137491,0,259,90,86,338,314,210,104,258,256,264,256,2759,393,52,54,1089,205,666,300
"771",115.320459716022,-1.80869329837151,0,253,77,89,235,298,212,86,251,253,255,251,2682,324,108,34,896,363,403,888
"793",143.650488429703,-35.4090001713485,0,162,132,48,5035,313,39,274,130,227,227,97,367,41,20,21,113,69,69,104
"80",141.577762882225,-4.6934462885838,0,260,80,88,298,307,217,90,261,257,262,255,4086,424,259,16,1247,868,1073,868
"822",133.337496649474,-18.2545625360217,0,265,148,53,4437,388,109,279,302,201,313,201,483,132,1,105,316,11,217,11
