"","X","Y","Presence","Annual.Mean.Temperature","Mean.Diurnal.Range","Isothermality","Temperature.Seasonality","Max.Temperature.of.Warmest.Month","Min.Temperature.of.Coldest.Month","Temperature.Annual.Range","Mean.Temperature.of.Wettest.Quarter","Mean.Temperature.of.Driest.Quarter","Mean.Temperature.of.Warmest.Quarter","Mean.Temperature.of.Coldest.Quarter","Annual.Precipitation","Precipitation.of.Wettest.Month","Precipitation.of.Driest.Month","Precipitation.Seasonality","Precipitation.of.Wettest.Quarter","Precipitation.of.Driest.Quarter","Precipitation.of.Warmest.Quarter","Precipitation.of.Coldest.Quarter"
"65661",149.946190761402,-29.4639737857506,0,190,144,48,5653,335,35,300,259,114,259,114,603,75,28,28,214,112,214,112
"65751",109.233132321388,12.8658382804133,0,245,78,60,1755,308,179,129,243,226,264,220,1360,320,21,84,799,81,232,169
"65821",101.162877446041,2.04118484631181,0,270,89,88,275,321,220,101,268,272,273,266,2506,286,145,22,820,494,568,594
"66011",102.618065061979,4.38184874947183,0,243,91,83,632,300,191,109,239,243,249,233,2732,406,131,33,1019,481,588,773
"66411",136.375609738752,-22.4245725676883,0,231,162,50,5795,382,58,324,290,170,299,151,285,63,6,72,147,26,146,28
"66621",144.373551141471,-4.41996387206018,0,269,98,91,223,322,215,107,270,267,271,266,2699,353,91,43,976,301,838,305
"66911",118.077879855409,-26.5835147479083,0,222,135,43,6325,381,71,310,297,218,301,138,211,33,5,54,79,18,67,65
"67521",104.249471449293,2.82732932944782,0,268,78,79,582,323,225,98,259,270,275,259,2644,633,89,71,1384,314,350,1384
"67741",115.98798356019,4.89906885661185,0,237,70,92,205,276,200,76,239,235,239,235,2023,230,126,17,593,442,588,446
"68231",135.584646486677,-14.4192444719374,0,275,113,55,2828,366,164,202,295,233,306,233,1027,239,2,108,701,6,416,6
"68531",133.904398162849,-24.0695343725383,0,207,162,48,6126,369,33,336,280,145,280,124,270,36,9,40,103,36,103,43
"68621",142.337767505087,-14.3726175359916,0,263,115,61,2054,349,161,188,277,232,285,232,1286,342,2,121,957,6,563,6
"68711",136.090596392751,-34.0933869453147,0,162,102,51,3486,271,72,199,116,205,205,116,381,56,11,47,156,40,40,156
"70031",107.671669074334,13.211772745708,0,257,95,57,1650,340,176,164,261,248,276,234,1876,353,2,86,1028,21,293,103
"70231",145.374690098688,-16.6792836983223,0,229,97,59,2367,306,142,164,252,202,255,195,1823,383,27,87,1094,99,914,117
"70341",104.043433456682,10.2081818250008,0,270,68,68,749,315,216,99,271,259,279,259,2939,575,18,73,1454,102,829,259
"70731",125.278867376037,-20.0564419222064,0,270,153,52,4824,398,107,291,312,255,321,201,327,89,1,109,225,9,142,12
"72641",135.552312792279,-26.4894159452524,0,222,154,46,6223,384,56,328,290,157,298,139,138,19,5,40,54,18,51,26
"73010",119.552883366123,-29.3671057501342,0,197,140,45,6068,360,51,309,128,193,275,119,254,35,12,29,90,39,59,82
"74021",122.614859314635,-31.3522014790215,0,179,136,49,4884,328,51,277,123,177,240,114,244,30,15,20,78,49,58,68
"74121",148.074889415875,-37.2724503569771,0,110,118,50,4145,238,2,236,128,145,162,56,862,102,55,17,264,179,188,204
"75021",140.930630210787,-2.69981474615633,0,264,79,89,220,309,221,88,262,263,266,261,2458,307,145,25,841,464,710,770
"75831",119.230838255025,-21.5923551889136,0,265,149,50,5304,406,108,298,319,276,324,191,320,75,1,90,196,10,171,42
"76211",128.327981671318,-17.3392844980117,0,268,143,54,3958,383,119,264,296,210,309,210,637,168,2,107,420,13,311,13
"76741",122.192235263065,-18.2599541416857,0,269,118,55,3234,349,136,213,299,253,300,221,552,178,2,128,429,6,387,21
"76912",142.970098154619,-35.598720649723,0,160,135,48,4951,315,38,277,127,224,224,97,371,39,22,19,114,72,72,103
"77321",127.821061280556,0.0353378721047193,0,257,70,83,293,302,218,84,254,258,258,254,1902,272,82,35,716,299,299,601
"77521",144.211602336727,-34.7132132318802,0,169,135,47,5291,323,38,285,135,236,236,100,349,37,23,14,100,74,74,89
"77631",104.383609672077,10.6835845939349,0,270,70,67,735,320,216,104,269,260,279,260,1815,270,17,61,782,81,374,197
"77911",125.235712016001,-21.3663850014564,0,262,152,51,5296,396,98,298,312,242,318,187,267,66,2,94,166,10,161,16
"78131",133.892824305221,-30.1525477890391,0,193,151,51,5166,348,52,296,132,230,257,125,180,21,9,18,52,41,47,44
"79521",117.807998750359,5.58331136009656,0,270,78,84,467,320,228,92,264,272,275,263,2959,396,130,29,1032,519,523,1022
"79612",127.529084319249,-29.1841442335863,0,195,153,50,5167,349,46,303,257,138,257,125,167,19,9,21,50,31,50,38
"80211",150.200673318468,-9.23251234693453,0,264,73,80,660,312,221,91,270,254,270,254,2542,326,116,32,939,409,939,437
"81231",138.62408620771,-17.4481919873506,0,262,111,51,3606,353,138,215,292,209,300,209,845,241,1,118,609,7,359,7
"81311",134.685290376656,-18.4633108461276,0,264,144,52,4428,385,112,273,309,200,311,200,461,119,1,106,302,10,220,10
"81721",150.631698537618,-29.9252297985367,0,167,155,50,5552,317,8,309,236,94,236,94,758,101,38,30,274,137,274,137
"82121",104.544727802277,-2.63648781343363,0,273,89,89,298,324,224,100,271,272,276,269,2385,334,94,38,845,302,569,829
"82211",143.9603452757,-35.3537359484471,0,163,132,47,5118,315,38,277,130,228,228,97,379,41,21,19,116,74,74,104
"82812",138.872935245745,-33.7426668393891,0,145,135,50,4814,298,30,268,91,205,207,85,492,66,19,43,188,58,61,186
"83221",143.440729668364,-23.34475332289,0,234,153,49,5495,375,68,307,289,175,297,158,399,88,7,71,205,30,199,35
"83311",136.442542658187,-12.4873606604524,0,268,87,60,1746,335,190,145,281,246,288,242,1363,282,3,99,820,15,512,29
"83911",121.679436168633,-18.7921675702091,0,268,127,56,3384,356,133,223,302,250,303,219,472,149,1,123,351,3,309,28
"84141",112.895112307742,-6.91974909277633,0,272,82,76,563,328,221,107,270,268,279,266,1722,323,24,65,771,91,200,175
"84411",137.685127910227,-23.2495207421016,0,234,160,49,5920,387,62,325,296,172,305,154,234,48,4,66,119,24,112,29
"84521",100.898444508202,1.88794771558605,0,270,92,89,265,322,219,103,267,272,273,266,2644,300,150,23,867,494,603,802
"84811",138.040672596544,-4.35347059043124,0,224,96,86,620,281,170,111,229,227,229,214,3202,328,216,11,919,706,792,800
"84931",135.856551653706,-27.6448449329473,0,217,151,46,6240,380,55,325,287,151,293,134,157,25,8,35,60,26,59,28
"85341",106.10086909961,-2.78092307504267,0,273,73,86,436,318,234,84,268,274,277,266,2533,296,135,25,856,433,524,746
"85421",140.61107118614,-31.9090547715314,0,180,139,47,5540,335,42,293,251,109,251,109,215,26,13,22,63,42,63,42
"85731",117.936035213061,-23.4425893286243,0,252,146,46,5905,402,90,312,318,255,322,171,279,50,3,66,138,13,129,49
"85810",150.21439876873,-31.3038425939158,0,175,144,49,5412,321,28,293,242,103,242,103,625,97,33,34,232,108,232,108
"85931",145.320290653035,-28.2767823932227,0,204,144,46,5996,356,46,310,270,140,278,124,365,59,13,43,155,52,137,60
"86631",145.786514934152,-5.63071365351789,0,237,94,87,335,291,184,107,239,231,239,231,2588,334,73,42,965,280,857,280
"86821",141.686279498972,-3.14245770452544,0,239,75,91,185,281,199,82,239,237,241,237,2407,257,140,20,708,432,676,432
"86931",123.277178653516,-10.7222432235721,0,268,93,72,814,330,201,129,271,259,278,256,1312,347,0,108,883,18,378,39
"8783",132.467210642062,-25.9437109110877,0,201,158,47,6202,360,30,330,267,117,276,117,253,39,11,37,97,37,93,37
"8791",132.287962762639,-12.9066002625041,0,276,122,59,2041,368,164,204,284,244,298,244,1402,319,2,105,901,7,398,7
"8821",125.543075622991,3.34469163557515,0,267,89,90,284,318,220,98,266,269,269,263,3621,415,200,21,1178,673,839,1024
"8871",135.958766127005,-24.0823530149646,0,225,162,48,6104,383,52,331,288,198,298,142,217,40,4,53,97,24,94,33
"8921",144.500996805727,-29.2547213775106,0,205,142,45,6065,359,50,309,273,140,280,124,308,45,11,35,117,49,107,55
"9001",130.453456784599,-20.4139548446983,0,250,160,50,5319,389,73,316,308,196,308,175,396,96,4,88,236,19,236,21
"9043",122.276627072133,-31.2817830755375,0,179,134,48,4950,328,51,277,122,206,241,114,249,31,15,22,82,47,59,72
"9067",145.672114794143,-7.61899464880116,0,257,86,80,754,314,207,107,250,263,264,246,3695,412,222,14,1084,773,839,966
"9101",113.41794882901,1.86690975679085,0,255,82,91,246,302,212,90,255,256,258,252,4072,434,224,16,1198,800,933,1150
"9141",116.394010353833,3.61015144735575,0,256,72,94,197,294,218,76,257,253,258,253,3384,362,203,14,964,682,945,682
"9164",134.811142263934,-27.4456172052305,0,213,151,47,6125,374,53,321,281,149,288,131,182,32,8,39,71,28,70,30
"9244",129.85514559783,-18.7984566367231,0,254,154,52,4750,381,88,293,294,185,304,185,459,111,4,97,287,16,206,16
"9274",103.657956141979,-2.53165957052261,0,269,91,89,260,320,218,102,267,268,272,266,2334,295,103,32,772,333,681,741
"9298",140.613964046352,-23.5332793055568,0,241,145,48,5772,382,80,302,300,178,308,161,251,57,5,74,135,22,122,23
"9301",115.322695393115,-2.52586886635982,0,267,80,85,261,316,222,94,264,266,269,264,2360,308,105,35,852,348,498,852
"9311",149.65522099752,-24.1702266316861,0,213,145,53,4515,333,63,270,264,162,264,149,730,115,22,52,326,81,326,87
"9361",130.849670073949,-21.2665111431852,0,244,155,50,5425,382,72,310,304,189,304,168,354,78,6,79,195,22,195,25
"9373",116.032588332891,5.08979271864519,0,242,70,90,220,282,205,77,244,241,245,240,1834,211,115,17,529,388,529,411
"9381",128.604185441509,-23.1912187335547,0,242,149,48,5821,385,75,310,301,181,307,161,258,44,6,61,121,21,121,28
"9402",138.479243833572,-31.5714150050189,0,175,144,47,5778,334,32,302,109,218,248,100,320,40,16,31,116,57,64,106
"9424",117.360167033039,2.89898434653878,0,268,73,90,240,310,229,81,269,269,269,264,2797,287,195,11,807,625,625,692
"9498",105.451855836436,-3.32970401737839,0,273,83,85,343,324,227,97,270,272,276,268,2650,369,107,39,996,357,643,937
"9523",131.473898440599,-15.2018387627322,0,271,143,56,3270,380,129,251,291,222,305,222,921,232,1,113,624,5,249,5
"9541",125.690664271824,-17.4326824909076,0,258,139,54,3664,369,113,256,283,220,296,204,753,209,1,114,521,13,361,19
"9561",109.043014608324,-7.77147763757966,0,262,76,76,756,310,211,99,262,250,269,250,3275,427,153,27,1127,544,808,544
"9583",100.318251098506,14.5959394285455,0,282,101,56,1750,369,189,180,281,260,303,256,1238,278,6,79,627,30,259,51
"9591",136.359411557205,-25.7903373625595,0,225,156,47,6257,387,57,330,293,196,302,142,140,21,3,46,55,15,53,27
"9612",147.123983916827,-37.7914626011625,0,131,120,51,3848,255,23,232,147,180,180,81,754,78,46,14,226,169,169,172
"9641",115.811328971758,-3.60925891785882,0,269,82,79,377,321,218,103,267,269,271,264,2422,310,112,33,881,386,443,430
"9684",125.327694169246,-21.8477893061936,0,258,152,50,5501,395,93,302,312,237,318,181,248,59,3,88,146,11,143,19
"9703",122.792860064656,-33.1107421976048,0,165,123,53,3757,288,59,229,124,212,212,116,405,52,19,33,148,61,61,142
"9773",119.891330129467,-4.34553632279858,0,263,84,75,383,320,208,112,262,263,266,258,1862,220,80,28,580,268,487,381
"9841",136.04779729154,-16.3317777041811,0,268,134,54,3591,376,131,245,295,215,306,215,753,185,0,114,524,5,344,5
"9853",117.458632700145,4.72142088459805,0,246,75,90,229,289,206,83,244,244,248,242,2293,225,158,9,611,511,588,541
"9871",118.685961114243,-32.8894084447529,0,167,137,50,4714,320,51,269,118,212,227,108,340,52,14,42,139,50,55,133
"9901",129.536647778004,-16.1563990439754,0,280,137,56,3427,386,142,244,303,229,315,229,767,186,0,109,500,6,222,6
"9932",107.199276383035,-7.11190105881542,0,204,102,84,336,262,141,121,204,200,208,199,3187,380,108,38,1117,389,989,393
"38100",117.837481074966,-31.3545767893083,0,179,136,47,5350,338,54,284,123,232,248,113,311,51,11,51,139,41,43,131
"72810",144.793388489634,-25.4231178003829,0,217,150,48,5835,360,50,310,277,153,285,136,447,71,12,53,202,49,189,56
"11101",144.991786628962,-4.46424640133046,0,262,85,90,198,308,214,94,262,259,263,258,2740,347,96,39,963,330,605,338
"17511",113.7517690612,-6.98078746325336,0,265,90,81,487,323,213,110,261,261,271,260,1704,297,7,71,825,70,190,133
"26710",139.112284108996,-30.6563414423726,0,181,143,46,6046,338,30,308,251,102,257,102,249,32,16,24,84,51,82,51
"27101",124.929324691184,-30.3492965386249,0,186,143,50,4901,331,47,284,223,156,247,121,196,23,12,22,59,38,52,48
"28101",142.79916619882,-21.7374543182086,0,243,156,52,5061,380,80,300,299,189,299,172,420,97,5,87,249,24,249,33
"33101",119.392906026915,-1.08475067187101,0,270,76,76,472,321,222,99,270,269,274,265,2212,237,152,12,603,493,527,539
"39910",106.626829402521,13.2708594365977,0,262,95,57,1493,344,180,164,262,245,281,241,2067,406,2,90,1169,22,333,71
"40121",133.171793995425,-28.7230930442456,0,204,153,49,5480,360,53,307,270,145,270,131,175,26,8,31,63,29,63,30
"41141",128.553492221981,-26.933580248151,0,209,152,47,5885,369,48,321,279,146,279,130,201,24,8,29,70,30,70,38
"45141",118.827468999662,1.00305320927873,0,254,74,85,291,300,213,87,255,255,257,251,1652,170,82,18,487,307,421,386
"48101",145.352040394209,-22.4172687821556,0,233,145,51,4811,362,80,282,287,182,287,165,507,104,10,69,258,43,258,50
"49116",115.620014532469,-23.1994285457768,0,257,155,50,5425,412,105,307,322,251,322,184,256,55,2,77,130,7,104,63
"51141",146.658722003922,-2.04957464477047,0,267,82,91,184,314,224,90,266,268,268,264,3919,362,295,6,1029,905,947,1014
"54410",121.947559826076,-26.0077125323005,0,223,149,45,6319,385,57,328,293,189,299,138,208,40,4,56,91,16,82,41
"58121",140.301323151216,-24.9525619496126,0,234,147,46,6057,385,70,315,299,204,307,151,213,47,5,65,108,24,97,29
"65910",117.321899817325,-28.3586476184428,0,210,147,46,6133,378,62,316,142,202,287,131,217,35,8,42,90,29,50,81
"68810",105.046499567106,12.7059082174674,0,276,90,59,1433,350,198,152,276,260,295,256,1654,330,5,77,792,37,326,87
"71101",133.607971360907,-18.4583541913889,0,264,146,52,4489,386,109,277,301,199,312,199,467,127,1,107,304,11,211,11
"73510",104.708263552748,10.8241838274989,0,273,73,66,805,328,218,110,272,263,284,263,1410,245,11,62,616,65,383,195
"79121",124.554719165899,-21.6772018861957,0,260,152,50,5409,396,96,300,313,239,319,184,255,65,2,93,158,9,151,17
"80610",117.736920616589,-30.2535996621009,0,188,141,47,5699,351,54,297,127,213,261,116,305,55,11,52,137,37,44,128
"82101",145.420417375863,-25.6621828104835,0,208,151,48,5827,351,41,310,269,145,277,128,485,79,16,52,219,61,205,65
"83101",131.180254961364,-11.3469690189231,0,272,92,63,1389,333,188,145,278,249,286,249,1560,332,2,99,962,11,422,11
"84101",115.765757095069,3.09946454828605,0,220,73,91,180,261,181,80,221,220,222,218,3418,369,233,12,941,741,876,833
"85101",143.904422349297,-21.2335537886247,0,242,149,52,4751,371,88,283,294,191,294,174,489,117,6,91,294,23,294,32
"8712",140.096111781895,-18.1467160151806,0,264,127,54,3558,367,135,232,292,212,302,212,708,210,0,122,515,6,357,6
"8810",145.449690306559,-26.0857660346664,0,210,147,47,5951,353,43,310,273,146,280,128,458,77,17,49,200,60,191,62
"9514",102.631975277327,-0.592417021980509,0,268,83,89,371,317,224,93,264,268,272,262,2367,254,120,25,740,373,551,716
"9710",142.493501757272,-25.5377536115702,0,230,145,46,6083,378,65,313,295,164,303,147,264,51,7,57,130,32,114,37
"9812",118.437784821726,-27.4772805580869,0,212,137,44,6283,374,63,311,140,208,291,130,231,31,7,43,83,24,67,71
"9911",151.203069840558,-25.1814344129525,0,203,138,52,4403,320,57,263,253,153,253,141,768,114,27,45,316,97,316,108
"10021",128.03351697512,0.773439982440323,0,234,73,84,311,281,195,86,232,237,237,231,2248,285,106,32,833,383,383,803
"10321",141.425572442822,-30.6978194310796,0,195,135,45,5926,348,48,300,264,117,270,117,197,27,11,27,68,38,67,38
"10421",105.455551082268,13.9089823863469,0,268,92,55,1562,347,182,165,267,252,289,246,1795,382,2,89,996,20,295,55
"10611",126.637970763259,-7.71810398320667,0,234,78,70,785,291,180,111,241,228,243,223,1261,182,5,61,513,36,420,169
"10921",124.799485071562,-8.97182780900039,0,269,73,70,845,315,211,104,274,256,279,256,1074,282,3,105,687,14,532,14
"11211",114.08348494675,-25.7314905605745,0,224,130,48,4878,365,97,268,173,239,288,162,197,42,0,77,112,10,40,98
"11421",121.631399048492,-23.6372663103975,0,243,152,47,6083,396,75,321,307,214,314,160,232,57,3,75,124,13,116,31
"11511",133.71358923614,-21.1775521468371,0,242,138,48,5312,373,86,287,293,168,301,168,344,87,5,86,196,20,194,20
"11631",106.151637714356,9.65167214977555,0,269,65,64,866,321,220,101,269,262,279,256,1603,280,1,81,797,13,432,31
"12111",124.458006839268,-22.3431725462433,0,257,152,49,5664,399,91,308,314,234,320,178,227,56,3,88,133,10,127,19
"12621",134.55246114172,-2.67097320174798,0,209,78,82,699,260,165,95,215,202,215,198,2943,292,208,10,833,647,817,648
"13511",116.263262568973,-22.1624158555642,0,258,152,52,5055,400,109,291,314,259,317,189,365,83,1,84,210,9,176,64
"13921",143.040425283834,-24.3796444544569,0,231,150,48,5817,375,65,310,291,169,299,151,261,51,7,61,122,26,121,29
"14021",115.563975488767,-30.2743076242041,0,185,130,50,4566,332,75,257,130,225,246,130,579,130,9,80,321,36,41,321
"15031",107.590237683617,-7.35475857160054,0,185,101,85,382,239,121,118,186,179,188,179,3146,413,95,46,1162,313,978,313
"15361",130.267887413502,-25.8891540812328,0,201,157,47,6083,360,31,329,266,136,273,118,303,40,11,36,117,42,106,45
"16011",141.953103751875,-3.65458879503421,0,256,75,90,229,298,215,83,256,253,258,253,2620,308,128,28,862,403,760,403
"16113",108.235078337602,12.1240321861114,0,220,96,64,1176,293,145,148,222,211,233,203,1643,247,7,65,717,60,511,152
"16211",106.466988045722,14.3356155336369,0,256,97,56,1585,338,165,173,257,237,276,233,2586,596,1,102,1631,21,357,51
"16311",149.35778032057,-27.0276067708619,0,201,149,50,5482,341,43,298,267,141,267,127,577,81,26,35,215,95,215,98
"16621",141.250366554596,-3.26798065216281,0,249,74,91,207,291,210,81,249,247,251,247,2222,239,116,20,661,392,654,392
"17031",139.061459111981,-5.78056491678581,0,267,84,81,715,320,217,103,270,256,273,256,3907,406,273,12,1155,891,907,938
"17221",143.500711671077,-14.856875006808,0,259,124,61,2299,351,149,202,278,233,284,226,1142,297,1,113,797,7,491,12
"18112",139.357861033641,-19.710647930624,0,250,144,52,4542,371,96,275,290,201,298,184,501,125,3,101,322,15,228,16
"18321",135.802687155083,-27.3108570137993,0,217,152,46,6258,380,54,326,287,151,293,134,152,23,8,36,60,25,55,29
"18621",126.46705776453,-25.0335392937995,0,228,147,45,6252,384,61,323,300,198,300,143,197,27,4,40,77,23,77,39
"18831",149.164789794013,-5.99012424238026,0,263,71,84,444,307,223,84,256,266,267,256,3207,418,152,32,1175,522,533,1175
"19131",136.632249532267,-27.5008753594011,0,222,152,46,6256,385,59,326,292,156,299,139,133,20,6,36,53,20,50,24
"19231",135.19819395151,-28.0061415350065,0,216,149,46,6097,378,59,319,291,152,291,135,167,29,8,42,66,27,66,28
"19651",114.342925664969,4.65139773557894,0,274,70,89,309,314,236,78,271,272,277,269,3044,353,171,26,1043,553,679,692
"20211",120.392332770862,-25.3354207519442,0,223,151,45,6442,385,54,331,295,188,301,137,246,47,4,56,109,19,99,50
"21441",116.287791524082,3.84734111372381,0,250,71,93,196,289,213,76,253,247,253,247,3207,352,198,15,917,646,917,646
"21531",142.041684542783,-21.2413613393437,0,247,156,52,4916,383,84,299,301,195,301,178,438,119,4,102,284,20,284,24
"22821",102.827143184841,3.47512102336623,0,259,94,85,610,316,206,110,250,262,265,249,2223,331,110,33,816,372,490,696
"23021",143.068117289804,-22.5581748876721,0,238,154,50,5306,378,75,303,290,181,298,164,423,93,6,79,235,30,230,34
"23511",137.158837709576,-17.1821842039935,0,259,121,52,3790,359,128,231,290,203,299,203,742,214,1,115,510,7,310,7
"23721",146.179246939719,-6.65057474863715,0,247,104,85,559,310,188,122,252,238,252,238,1967,261,71,39,716,248,703,248
"23821",113.328666598536,-2.66270132502541,0,267,82,85,401,319,223,96,265,270,271,261,2637,306,128,28,847,409,438,798
"24711",120.834619831294,12.9285975522362,0,273,73,72,773,328,227,101,273,267,284,263,2326,422,16,73,1145,80,523,171
"25131",119.837715704925,-25.1099255902227,0,222,151,45,6489,385,51,334,295,186,301,135,243,47,4,58,110,19,98,51
"25721",135.63247481361,-22.8147533163428,0,223,161,49,5895,376,51,325,283,162,293,143,307,63,7,70,160,29,152,31
"26031",137.841626871377,-23.682260530768,0,235,157,48,5968,388,64,324,298,172,306,154,214,42,4,63,106,23,99,28
"26421",113.538578050211,1.07571621076204,0,234,83,92,175,279,189,90,232,232,235,232,3712,386,194,20,1109,644,997,1054
"27641",110.666289292276,-7.04564354964532,0,269,107,74,547,342,198,144,266,263,277,263,2124,370,54,56,937,182,434,182
"27921",115.291149737313,-8.24439439107664,0,188,92,80,519,244,129,115,191,181,192,179,2312,513,20,84,1282,68,573,104
"28411",133.248782893643,-20.5972427106462,0,249,139,48,5129,377,93,284,297,177,305,177,363,91,4,90,214,17,214,17
"28611",124.785623205826,6.96792814298533,0,273,98,84,352,334,218,116,274,270,277,268,1899,223,90,31,621,282,433,303
"28712",150.487839528359,-31.3427600322757,0,173,145,49,5341,320,27,293,240,103,240,103,634,94,35,33,233,113,233,113
"29021",100.258329180069,-0.133831235580146,0,230,115,89,268,292,163,129,229,227,234,227,2636,291,125,25,825,435,732,435
"29513",116.009170357138,-34.7548866760917,0,153,90,51,2931,253,78,175,118,190,193,118,1199,211,23,66,573,76,81,573
"29621",124.500878443941,-30.1910420961212,0,188,143,49,5045,337,47,290,226,158,251,121,199,23,12,22,60,38,52,48
"29911",145.294342474081,-31.3043286977336,0,186,132,44,5888,338,43,295,255,122,260,109,364,46,20,23,118,75,101,76
"30431",121.500580227003,-32.0828890835401,0,167,128,48,4686,312,50,262,115,192,226,106,307,38,20,22,104,61,68,93
"30831",137.601112141274,-17.4979515536688,0,255,120,52,3842,354,124,230,286,198,295,198,734,219,1,114,499,8,306,8
"31631",118.540577450767,5.4893062368501,0,270,79,86,417,319,228,91,263,272,274,263,2583,340,137,28,915,490,493,915
"31731",115.074919490144,-23.6856271023862,0,246,150,50,5356,400,100,300,312,238,312,175,234,49,1,79,110,7,110,68
"32311",106.259700241499,11.8654938752297,0,263,94,63,1065,338,190,148,263,251,277,249,2274,417,8,77,1059,42,435,138
"32741",140.993482540362,-19.6476391598117,0,261,142,53,4226,381,115,266,304,216,307,200,530,160,2,115,369,12,265,13
"32921",147.447583703324,-29.9386713560671,0,199,142,46,5880,351,46,305,265,134,272,121,458,64,23,33,167,80,159,81
"33121",148.34943423979,-36.0619314142969,0,70,96,40,4930,202,-35,237,13,132,133,7,1739,223,67,32,607,260,269,587
"33611",124.666474228725,-26.0373634274583,0,223,149,45,6290,383,56,327,298,191,298,138,169,25,4,38,61,19,61,37
"33721",101.578301261179,3.80189323681407,0,205,92,84,494,259,150,109,201,207,210,197,2695,339,128,29,917,405,650,689
"34241",143.215285362676,-14.2572674306575,0,254,112,61,2094,339,157,182,270,230,277,223,1216,305,2,116,866,8,530,12
"34341",148.303028685041,-42.1984840964433,0,120,91,53,2753,207,38,169,84,155,155,84,781,83,51,14,211,165,165,211
"34521",147.160804569721,-31.5259394783061,0,185,136,45,5832,336,38,298,253,121,258,108,475,57,24,25,159,87,154,91
"34731",127.400978901424,-25.4733107739594,0,221,145,45,6189,377,58,319,293,191,293,137,214,29,6,35,78,29,78,42
"34811",141.573887034319,-14.0634528442752,0,268,109,61,1940,349,172,177,280,238,288,238,1447,383,1,123,1089,4,629,4
"35211",139.02857595589,-4.55509643536061,0,223,97,88,494,279,169,110,226,215,227,215,2929,317,195,14,886,643,702,677
"35810",141.357815694064,-31.0780341282953,0,189,135,45,5837,342,44,298,263,113,263,113,204,26,12,22,65,41,65,41
"36931",134.079399099573,-17.3592090338934,0,264,151,54,4134,385,110,275,296,204,309,204,568,153,0,108,378,9,259,9
"37041",128.576894453727,-21.6089105803985,0,254,153,50,5463,391,88,303,313,197,313,177,282,61,4,78,156,14,156,22
"37621",105.822281446308,-4.40814675181173,0,271,86,82,364,326,222,104,266,270,275,266,2325,344,82,45,924,275,474,924
"37931",132.816726798192,-26.0057384544052,0,201,155,47,6160,358,34,324,266,118,275,118,256,40,10,41,102,37,94,37
"38321",119.990482609719,-4.00045370450243,0,268,83,77,393,322,215,107,269,271,271,262,1827,230,110,24,619,355,381,503
"38421",137.299786689691,-24.0260752988979,0,231,159,48,6053,388,59,329,295,204,304,150,203,39,3,60,97,22,91,29
"38531",137.600557189435,-19.7771976771764,0,252,154,52,4934,381,87,294,297,181,305,181,389,97,2,100,246,13,245,13
"38621",140.418438748457,-4.36724388506263,0,226,76,88,350,271,185,86,228,223,229,220,3252,341,222,15,980,714,800,765
"38831",133.063981346786,-21.2682787934318,0,239,141,48,5347,371,79,292,290,164,299,164,346,78,6,79,189,24,186,24
"39041",114.875606549904,-25.0767196598463,0,235,146,48,5604,393,92,301,174,225,306,162,204,38,3,64,95,13,68,79
"39211",143.493777699769,-7.50442595686764,0,260,88,76,920,323,208,115,263,265,270,247,4431,451,283,14,1303,959,1121,985
"39331",147.849481864832,-27.8395261825062,0,204,145,47,5769,348,45,303,267,140,274,126,491,71,22,34,177,78,177,80
"39811",108.047733721323,11.9061936892103,0,202,102,67,1020,275,123,152,206,187,213,187,1928,293,10,66,846,68,608,68
"40131",120.357503057458,-27.244334568968,0,209,147,44,6494,376,45,331,284,208,290,123,231,29,6,41,82,24,72,59
"40521",120.537843951024,-20.803319477709,0,267,151,53,4701,396,114,282,314,243,318,200,337,92,2,98,210,7,202,35
"41631",146.707563898526,-36.2742904829793,0,130,118,44,5250,279,12,267,72,197,197,63,932,114,35,32,320,139,146,316
"41731",152.635367834009,-29.5339235803112,0,189,126,51,4161,300,55,245,239,142,239,132,1149,178,34,49,483,115,483,140
"42621",131.181526524015,-7.33956057811156,0,272,65,67,790,324,227,97,277,267,280,261,1924,296,13,62,796,70,397,262
"42931",135.783446538262,-26.1308177036699,0,221,155,47,6262,383,54,329,289,192,298,138,136,19,3,42,51,16,50,28
"43021",148.590599684976,-24.5363336789887,0,214,149,51,4938,344,57,287,270,159,270,144,659,108,20,55,306,73,306,78
"43113",150.267491950653,-5.57075391290709,0,265,70,84,369,307,224,83,268,259,268,259,3595,574,123,54,1622,430,1622,430
"44951",124.443105338141,-8.40053735417314,0,238,73,70,731,286,183,103,242,227,246,227,1343,262,8,84,737,38,624,38
"45831",101.558874859475,14.654981973581,0,252,111,57,2004,335,143,192,257,226,272,221,1166,267,6,74,551,39,343,45
"46211",143.593983380124,-30.7385182462167,0,199,140,45,6045,354,47,307,269,134,275,120,265,36,12,27,87,51,78,54
"46421",124.21091445256,-19.0229178592563,0,268,146,54,4190,382,112,270,303,223,311,207,443,127,1,119,315,9,197,14
"46521",116.411156165414,-25.3173406713177,0,236,153,46,6228,406,79,327,165,229,313,154,207,34,3,61,86,13,63,70
"47031",133.616601759568,-31.1235115618911,0,180,144,53,4516,321,50,271,128,233,236,120,222,27,10,27,75,37,41,70
"47341",123.862226987258,-22.0057904813439,0,261,152,50,5520,400,97,303,316,238,322,184,239,63,2,95,148,8,138,17
"47511",103.09528008569,14.084873907268,0,275,105,57,1843,360,176,184,279,247,296,247,1222,285,0,84,636,30,208,30
