"","X","Y","Presence","Annual.Mean.Temperature","Mean.Diurnal.Range","Isothermality","Temperature.Seasonality","Max.Temperature.of.Warmest.Month","Min.Temperature.of.Coldest.Month","Temperature.Annual.Range","Mean.Temperature.of.Wettest.Quarter","Mean.Temperature.of.Driest.Quarter","Mean.Temperature.of.Warmest.Quarter","Mean.Temperature.of.Coldest.Quarter","Annual.Precipitation","Precipitation.of.Wettest.Month","Precipitation.of.Driest.Month","Precipitation.Seasonality","Precipitation.of.Wettest.Quarter","Precipitation.of.Driest.Quarter","Precipitation.of.Warmest.Quarter","Precipitation.of.Coldest.Quarter"
"435",152.532148677856,-29.9460347241256,0,169,123,51,4186,280,39,241,216,121,220,112,1388,218,44,49,589,146,574,177
"436",136.551334229298,-25.3551399800926,0,226,157,47,6215,387,56,331,293,198,302,143,150,24,2,49,61,15,60,27
"443",141.143121304922,-3.580268076621,0,246,71,89,233,286,207,79,246,242,248,242,2505,269,131,22,746,436,709,436
"445",134.042598884553,-29.1317266691476,0,204,149,49,5552,362,58,304,273,145,273,131,164,20,9,28,56,30,56,32
"4491",142.986338958144,-5.07948430371471,0,184,110,91,328,244,124,120,187,179,187,179,3097,320,183,14,867,614,855,614
"4501",119.129674453288,-23.6643724550959,0,234,144,46,6077,383,70,313,300,241,306,151,293,63,4,71,151,17,143,48
"457",124.053345359862,-20.5031475552823,0,264,150,52,4879,391,103,288,309,245,315,194,327,90,2,106,222,9,210,16
"460",149.899555626325,-26.7788644507527,0,197,145,50,5330,332,42,290,260,138,260,124,626,89,27,37,244,97,244,103
"463",119.345987262204,-30.4231529613025,0,183,141,46,5861,348,43,305,118,177,258,108,287,44,15,36,110,48,57,104
"4641",143.631897452287,-26.6017660696525,0,222,144,45,6209,373,58,315,289,156,297,138,316,51,10,48,138,40,130,45
"4671",145.384208196774,-25.2589223277755,0,210,153,49,5720,353,43,310,269,148,277,131,491,77,15,52,218,58,208,63
"4691",100.883292653598,14.7656544949859,0,271,106,57,1758,356,173,183,274,249,291,244,1264,265,6,75,616,32,295,47
"4701",124.974949737079,6.13764040870592,0,237,100,84,378,299,181,118,235,237,242,232,1783,204,89,26,600,296,408,517
"4711",138.681672941893,-2.40280597936362,0,260,88,92,243,308,213,95,261,257,262,256,2880,325,195,16,864,624,834,631
"479",158.940004114993,-7.9556995886378,0,255,71,86,399,296,214,82,258,250,258,248,3158,405,178,29,1150,605,1033,624
"485",127.798488186672,-25.565608056495,0,221,144,45,6125,376,59,317,293,192,293,138,218,29,7,35,80,30,80,40
"486",100.10428765323,0.709268694045022,0,250,107,91,272,309,192,117,248,248,254,247,3310,353,164,23,1034,550,887,664
"489",125.649113836698,-29.3082013481762,0,197,147,49,5265,348,48,300,163,139,261,126,170,19,9,22,51,32,48,41
"4901",148.495650659315,-37.5279534701258,0,132,110,50,3716,246,29,217,148,179,179,84,934,98,60,14,268,191,191,240
"501",106.82769103907,13.3382275688928,0,263,95,57,1499,346,181,165,264,245,283,242,2099,418,2,92,1205,22,318,73
"506",118.724292633124,5.44569774530828,0,269,80,86,417,319,227,92,263,271,274,263,2437,308,137,26,831,483,526,831
"508",144.45657867007,-25.6287176196929,0,219,148,47,5942,363,53,310,281,155,289,137,410,65,10,51,185,46,169,55
"510",123.104798807763,0.856156585505232,0,261,88,84,290,315,211,104,261,261,263,258,1819,199,95,21,562,321,488,529
"5121",119.454950983636,-28.4602014254779,0,203,138,44,6174,366,56,310,133,199,282,123,231,31,9,35,82,29,59,72
"513",144.761083922349,-22.7504898316693,0,235,148,51,5043,368,78,290,285,181,292,164,477,97,8,70,243,38,238,46
"520",113.306778599508,-1.38054908253253,0,263,82,87,364,313,219,94,265,264,267,258,3023,329,171,21,940,538,607,830
"5231",134.216573457234,-24.7550837718882,0,216,159,48,6188,375,44,331,290,153,290,132,199,27,6,39,75,27,75,34
"532",139.293564404361,-28.7133566814009,0,213,146,46,6257,371,54,317,291,147,291,130,164,28,8,42,64,28,64,29
"535",142.770271445625,-34.990138434805,0,165,139,48,5094,322,38,284,133,230,230,100,341,35,22,16,102,70,70,93
"546",116.746474620886,-31.8788462795783,0,170,142,48,5237,336,46,290,106,220,238,106,497,98,11,72,257,39,42,257
"5501",122.287315702997,0.932942843064666,0,237,87,84,299,291,188,103,235,236,239,233,2145,243,110,20,652,377,522,508
"5521",124.222538922913,-17.1998186642304,0,279,121,56,2983,367,152,215,300,245,309,233,646,210,1,130,499,4,301,11
"5601",134.943160032853,-28.9912965276744,0,209,146,47,5787,368,62,306,281,147,281,133,157,20,8,29,55,28,55,31
"5651",138.336868616752,-19.4916372455191,0,252,149,52,4673,375,93,282,294,185,301,185,450,116,3,104,294,13,210,13
"5701",126.510974606499,-15.3748869395349,0,267,113,56,2702,356,155,201,283,226,294,226,1203,299,1,110,819,16,301,16
"5781",150.066116391681,-2.37967980210669,0,269,71,89,214,308,229,79,270,267,270,265,3519,410,203,20,1071,655,989,711
"5821",106.120586465113,14.8404043226037,0,261,97,55,1575,341,167,174,262,243,280,238,2286,564,0,103,1482,19,364,37
"5851",139.468160481192,-3.37925381143577,0,268,83,90,310,314,222,92,269,263,270,263,2692,346,144,27,915,488,828,488
"586",121.734177959152,0.953162385849282,0,191,85,83,407,246,144,102,188,190,195,185,2138,220,116,17,604,400,503,539
"588",120.212339991704,-20.0741598312743,0,267,142,56,4025,376,126,250,309,245,310,209,353,104,2,110,244,7,214,29
"5891",139.24043378327,-4.59385924972594,0,250,86,86,486,301,202,99,253,246,254,242,3291,362,215,14,995,733,770,787
"592",143.128068279475,-24.2297647544183,0,233,150,48,5763,376,67,309,291,171,299,153,280,54,6,61,132,26,130,29
"5962",114.530674638227,4.07153385924175,0,267,72,91,269,308,229,79,266,268,270,263,3383,366,204,18,1048,696,807,779
"600",110.153697719797,-0.860206242650747,0,270,86,90,306,318,223,95,265,270,273,265,3033,360,140,25,979,489,719,979
"601",136.545671122149,-4.73911522771232,0,259,82,78,914,313,208,105,245,263,267,245,3204,426,138,32,1185,493,694,1067
"6051",145.283410977572,-7.35852737445384,0,258,88,80,776,318,208,110,252,266,267,247,4610,468,259,16,1372,914,1012,1288
"6111",144.913893896155,-33.9577105117496,0,173,135,46,5591,328,37,291,176,228,244,100,369,41,23,17,107,82,84,88
"622",142.32384678442,-22.2866650205106,0,243,154,50,5278,382,79,303,294,186,302,168,368,84,5,85,215,24,205,30
"624",130.932141714729,-27.1993881720118,0,199,159,48,5852,360,35,325,269,136,269,120,230,33,9,32,83,34,83,35
"626",116.619827207178,-22.7401391346939,0,256,152,50,5420,404,101,303,316,256,319,181,310,68,1,83,172,6,149,57
"635",116.917947474867,-33.5303469980136,0,155,128,51,4315,303,53,250,113,211,213,104,490,87,12,63,234,43,43,231
"636",127.157118995674,-3.67559409467503,0,268,65,76,718,314,229,85,262,268,276,258,1816,313,58,49,787,237,366,538
"6441",128.499003062025,-23.4626820334233,0,241,148,47,5878,385,74,311,301,179,307,159,250,41,6,60,115,21,115,28
"645",140.969454222359,-35.8284244081005,0,152,139,52,4389,304,39,265,103,207,208,96,413,51,19,32,140,60,63,139
"6462",119.515917790122,-32.1064442035276,0,166,139,49,5073,324,44,280,111,216,231,102,347,51,15,40,137,50,57,135
"6482",122.225978360511,13.7562055559829,0,266,77,71,984,323,215,108,261,261,277,252,2396,370,62,51,1044,225,530,572
"6531",127.14844733011,-21.8794976524077,0,254,150,50,5509,391,91,300,314,233,314,177,254,53,3,77,140,14,140,22
"661",144.600839382038,-6.9417627400253,0,224,103,83,722,289,166,123,214,230,231,214,4483,416,298,8,1174,1009,1084,1138
"666",140.884578092955,-24.6654358913656,0,235,146,47,5995,382,72,310,299,206,307,153,230,51,5,68,119,25,114,29
"670",125.825423886999,-22.3227777821012,0,255,151,49,5622,394,90,304,310,232,317,176,233,51,3,80,129,11,128,20
"6771",122.272992050275,6.99688046821393,0,271,94,87,249,326,219,107,271,269,274,268,1549,198,61,40,549,197,278,226
"6831",104.535115142353,-2.64941470930353,0,273,89,89,307,324,224,100,270,272,276,269,2378,332,95,38,840,302,569,825
"691",132.584909563884,-23.5268946981523,0,203,156,48,6007,356,31,325,274,141,274,121,325,41,13,37,121,45,121,51
"692",143.380930223502,-30.5807405698579,0,198,139,45,6126,353,45,308,268,132,275,117,269,36,13,27,88,53,79,56
"694",118.038990464993,0.945835914462805,0,268,72,87,263,311,229,82,267,269,270,265,1631,177,75,22,485,284,345,443
"6951",129.292068718933,-19.0549879532773,0,256,153,52,4787,384,93,291,297,208,307,187,442,107,4,97,271,18,197,19
"6971",115.017104544677,-28.9796730922535,0,192,133,51,4623,337,77,260,147,229,253,135,485,111,6,84,278,29,40,271
"700",147.530328650028,-22.3962966410909,0,218,140,52,4446,338,70,268,267,170,267,155,607,102,13,62,296,54,296,59
"710",137.279225881211,-32.1557053620927,0,180,136,47,5301,330,45,285,119,233,247,111,243,29,13,20,76,50,51,70
"7111",144.152963659726,-19.8059293488041,0,215,145,54,4153,337,72,265,259,170,259,155,685,183,6,99,435,26,331,31
"7171",132.474735509604,-18.1821064464748,0,263,151,53,4475,387,103,284,300,199,311,199,508,132,2,103,327,13,233,13
"7191",152.76905182749,-4.5877886726521,0,239,72,86,386,282,199,83,233,241,242,233,2497,311,156,21,813,533,568,813
"727",121.119898282923,-19.9028528353665,0,267,142,56,3936,373,123,250,307,246,308,210,367,103,1,109,253,4,221,28
"7291",125.385348824784,12.2408843552694,0,266,78,78,812,317,218,99,258,271,274,254,3396,488,170,38,1352,584,643,1144
"7301",138.643574300222,-30.8785240154248,0,165,144,46,6020,327,17,310,95,199,241,87,324,36,21,18,100,67,81,95
"7311",146.472605029121,-30.3550209861714,0,196,141,46,5863,350,46,304,264,132,270,119,408,50,20,28,144,74,129,76
"7351",142.416258985177,-29.5981286326423,0,205,136,44,6181,359,52,307,275,139,282,123,236,34,11,33,87,43,80,45
"737",143.561495305039,-18.045869586058,0,253,148,58,3324,368,117,251,278,218,289,204,865,248,3,119,613,11,424,13
"738",145.412622010335,-28.3984347013757,0,201,143,46,5990,352,45,307,267,137,275,121,371,58,14,41,153,56,136,63
"7411",145.975570282899,-19.3531946965959,0,229,114,54,3388,323,112,211,262,191,266,181,660,147,8,90,398,26,373,31
"7431",149.826929522678,-27.0665826415643,0,199,146,50,5392,335,44,291,263,139,263,125,592,85,27,36,224,95,224,99
"746",148.888759417459,-22.8337893355638,0,218,130,52,4139,327,80,247,265,172,265,159,663,115,16,59,312,62,312,69
"7501",130.515119191259,-25.5326504749246,0,206,158,47,6141,365,33,332,272,141,279,122,313,43,10,39,126,41,109,44
"7511",130.210147108883,-25.0880157167558,0,213,156,47,6065,369,41,328,278,149,285,130,306,43,10,43,127,37,110,41
"7521",103.803270347416,11.9289059669245,0,234,87,63,970,300,164,136,233,223,247,222,1928,316,8,68,883,52,421,127
"753",114.472423275001,4.5827157155145,0,273,70,89,295,313,235,78,270,271,276,268,3057,349,184,23,1021,595,695,709
"7561",114.536462789401,-23.9184484782163,0,241,138,49,5010,382,104,278,304,232,304,175,238,45,2,82,106,8,106,75
"759",121.099630827084,13.5090075084008,0,271,75,70,895,328,222,106,272,262,282,258,1854,255,32,53,717,127,387,255
"7621",117.635681559332,-34.0992691647261,0,153,116,51,3896,285,58,227,115,204,204,106,444,66,14,49,187,50,51,185
"7681",119.85166777391,-8.52471059188247,0,257,109,77,691,322,181,141,259,248,264,246,1331,275,18,81,728,63,340,85
"7711",129.042309001088,-29.6585561195388,0,188,157,52,4862,341,43,298,246,134,246,122,170,18,10,17,49,33,49,38
"7781",123.788356324658,-18.0045339022763,0,275,132,55,3473,371,132,239,303,262,310,223,518,162,0,125,389,6,233,14
"780",126.297010015696,-16.2848386599217,0,255,123,55,3092,353,131,222,275,209,287,209,1035,260,2,109,699,17,262,17
"781",133.425517361611,-19.1565274738241,0,259,140,50,4636,382,107,275,300,193,309,193,427,111,2,101,269,13,193,13
"7831",118.422306883149,-23.145411091391,0,244,142,46,5851,389,84,305,307,251,312,164,330,69,4,74,174,16,168,48
"7862",134.55849472899,-32.5454037904274,0,172,125,52,3981,301,65,236,120,220,222,120,319,51,8,51,137,33,36,137
"7871",146.524672070518,-36.5669749991503,0,139,123,45,5064,290,22,268,84,204,205,75,838,98,44,26,274,147,149,268
"7901",144.763980149291,-33.5455857927445,0,175,137,46,5635,331,38,293,177,102,247,102,357,39,23,18,104,83,84,83
"811",113.364253365435,1.69400816783309,0,256,83,91,253,303,212,91,255,256,258,252,4048,432,221,16,1187,788,928,1156
"819",118.86851276271,-22.1390840830281,0,257,141,47,5517,396,102,294,312,268,318,180,342,76,2,87,207,12,180,44
"822",130.508009381592,-26.5582337172236,0,199,159,48,5998,360,31,329,264,134,270,117,267,36,10,32,98,39,93,41
"827",120.266078510322,-27.5708732649218,0,205,145,44,6451,371,45,326,280,203,286,120,233,29,7,39,80,25,70,63
"829",112.717511500232,1.72090673469938,0,239,86,89,220,288,192,96,236,238,241,236,3407,387,163,23,1090,586,881,1090
"8351",137.943288069218,-18.1793663161807,0,254,131,52,4098,362,113,249,289,194,297,194,611,167,2,111,412,11,270,11
"8361",141.276772888377,-8.4952084638644,0,263,80,74,855,319,211,108,269,251,271,250,1693,271,35,60,768,139,602,154
"839",147.078897715546,-7.1651675645262,0,261,90,81,658,319,209,110,252,268,268,252,3072,330,182,17,919,587,587,905
"841",139.654831080697,-29.8986816289835,0,197,142,45,6142,351,42,309,274,116,274,116,201,32,10,37,77,34,77,34
"843",152.240129583515,-25.7608568004798,0,204,125,53,3917,309,74,235,249,159,249,149,954,148,33,49,410,120,410,130
"8441",121.384693738073,-19.8556859185919,0,268,142,56,3977,374,123,251,308,247,310,210,381,107,1,112,266,5,236,27
"8551",138.426079433411,-2.85033443244174,0,269,87,90,338,317,221,96,270,263,271,263,2996,348,203,16,905,654,880,654
"8571",112.25260858424,-2.50373152899556,0,267,82,87,376,318,224,94,267,270,271,261,2729,294,141,23,839,456,500,775
"8621",122.684528687969,-21.1078955431003,0,262,149,51,5077,393,104,289,312,241,317,190,306,87,2,102,202,7,185,20
"863",123.023227117956,-24.5061765820719,0,239,152,46,6194,396,71,325,305,209,312,155,188,40,3,66,92,11,86,28
"8641",123.456492009573,-22.3028678959236,0,257,152,49,5656,400,92,308,314,233,320,178,236,62,2,91,143,8,132,19
"868",103.20951226633,2.12074940209277,0,260,96,90,357,316,210,106,255,261,265,255,2415,277,137,20,743,450,664,743
"8691",130.653396048583,-25.6088672252372,0,203,159,47,6133,363,30,333,269,138,276,120,319,43,11,39,128,43,110,45
"8731",124.259363487363,-18.3409625710919,0,274,141,54,3844,382,123,259,304,233,314,217,486,143,0,121,350,7,222,14
"894",145.305994828232,-27.1155855839606,0,208,143,46,6053,355,46,309,273,143,282,126,380,60,14,46,161,52,142,54
"8981",115.129585620016,4.57510197069496,0,268,67,90,294,307,233,74,267,269,272,264,3916,383,263,14,1135,837,945,1011
"899",150.706132673658,-26.3956075941678,0,191,144,51,5004,320,38,282,249,135,249,122,674,98,30,40,271,101,271,104
"900",125.53192961961,-17.2809991217218,0,259,135,54,3498,366,119,247,283,222,295,207,791,221,1,115,553,13,377,18
"901",121.685495739803,-3.53431819006801,0,223,81,77,647,278,174,104,221,226,229,212,2272,276,94,28,749,358,400,573
"904",122.032135715708,13.5634619870689,0,273,76,70,1015,330,222,108,267,268,284,258,1955,299,53,48,805,184,358,418
"9051",138.704824652523,-23.9753272105008,0,237,152,47,5958,389,70,319,300,174,308,156,200,37,4,63,100,22,92,26
"909",147.919832449406,-21.5294807928149,0,218,129,52,4003,326,81,245,262,174,262,160,633,118,11,64,306,49,306,57
"9151",144.990397929214,-35.8349413168617,0,158,130,46,5212,311,34,277,124,225,225,92,438,45,26,16,128,89,89,121
"916",117.980466103181,5.61231005587615,0,270,79,84,463,320,227,93,264,272,274,263,2914,394,125,32,1059,488,491,1042
"9181",129.744391278364,-19.8064382292796,0,251,159,51,5110,387,78,309,305,199,305,179,420,103,4,91,255,19,194,21
"9221",141.113237221725,-27.7239889907651,0,218,141,45,6276,372,60,312,288,185,296,134,186,30,7,44,80,29,68,36
"9231",141.783130434342,-37.2612945165019,0,133,122,51,3884,273,34,239,90,183,183,84,659,87,24,38,242,84,84,239
"9271",106.416968605481,13.9483038114849,0,265,94,56,1567,346,180,166,265,247,285,243,2136,436,2,96,1272,22,295,59
"930",134.675934552215,-24.5819629065227,0,217,160,48,6141,377,45,332,290,154,290,134,200,28,5,43,78,26,78,34
"9361",131.511678122915,-17.7789671416394,0,265,153,54,4344,386,104,282,300,202,311,202,567,138,2,102,359,13,268,13
"940",130.745818363503,-28.3236417116132,0,193,160,50,5453,352,37,315,258,133,258,119,204,26,9,27,71,33,71,35
"9421",140.205505886115,-26.1912796809338,0,228,146,46,6192,381,65,316,295,161,303,144,173,36,4,58,82,22,76,26
"9441",105.832698685117,-4.34994135866873,0,271,86,82,341,326,222,104,267,270,275,267,2343,344,84,45,926,280,484,926
"9451",146.276390529238,-5.61950054601766,0,262,78,83,281,309,216,93,262,259,265,258,2415,330,77,46,967,266,610,274
"9501",132.555705336854,-19.9592501099687,0,254,144,50,4977,382,94,288,299,184,307,184,391,96,3,94,236,16,173,16
"9521",146.64765579626,-24.1278128477279,0,209,154,51,5190,346,46,300,268,152,268,136,588,102,15,55,272,64,272,73
"9571",123.576925778762,-32.7785533620045,0,171,136,54,3974,304,54,250,126,220,220,118,332,42,18,26,114,58,58,102
"964",119.415938910097,-27.3857673676684,0,207,142,44,6419,372,51,321,166,204,288,123,238,31,7,41,81,26,69,68
"9662",134.523395174183,-30.3379311377648,0,195,152,50,5365,355,52,303,132,233,262,124,169,19,9,18,47,38,43,41
"9721",147.658873698674,-21.1225328373257,0,218,131,53,3935,327,80,247,261,174,261,162,661,133,11,70,343,47,343,57
"973",149.688893854618,-31.5063513861969,0,158,141,48,5463,306,13,293,226,86,226,86,690,100,42,28,240,133,240,133
"9741",121.300391908735,-2.28154768468812,0,264,80,78,479,318,216,102,264,267,269,257,1831,220,88,26,632,329,340,511
"9751",147.364945444278,-42.8650173475035,0,123,94,51,3064,221,39,182,136,162,162,83,589,57,41,12,165,126,126,153
"982",125.628718095832,11.2294662266504,0,272,73,77,741,322,228,94,265,280,280,262,3593,539,140,44,1515,494,494,1174
"984",118.155482867733,-32.3126972967293,0,167,138,49,4980,325,47,278,117,216,232,106,341,57,12,50,151,44,47,146
"9861",115.810985607095,-32.4772336473688,0,183,110,49,3823,309,87,222,147,232,236,138,874,191,8,86,496,38,43,488
"992",119.834028449841,-27.5533227832057,0,207,144,44,6442,374,48,326,165,204,289,123,230,29,7,38,79,25,66,64
"997",116.349818278104,-26.6010444657877,0,224,147,45,6243,393,73,320,155,215,303,144,191,34,4,59,84,16,48,72
"9981",140.076727191918,-5.24111359613016,0,263,79,83,530,312,217,95,265,266,268,255,4259,431,284,12,1211,905,943,1054
"1000",110.456056157127,-1.4206358185038,0,269,85,89,301,318,223,95,264,270,271,264,2928,336,120,28,975,435,719,975
"11",146.060040812008,-21.3627335475758,0,232,138,52,4316,351,89,262,279,185,279,170,600,129,8,78,325,38,325,45
"47",123.847578829154,-21.8697318690829,0,261,152,50,5433,398,97,301,314,238,320,185,247,66,2,95,155,8,145,17
"10",124.587700208649,-29.4842950894963,0,188,145,48,5364,342,41,301,227,157,254,116,205,21,12,20,62,39,55,50
"159",136.968669705093,-19.9618854979053,0,252,154,51,5017,384,87,297,306,181,306,181,350,87,2,97,220,13,220,13
"20",128.50118924398,-24.0041193424258,0,233,146,46,5920,380,69,311,295,171,301,152,257,39,8,52,112,26,110,32
"25",124.401615685783,6.47933899075724,0,236,101,84,363,299,180,119,235,236,241,231,2229,271,101,33,771,316,510,713
"27",122.93151512742,8.04666063282639,0,253,92,85,357,310,203,107,251,250,257,249,2761,338,87,41,988,309,508,390
"345",143.464900967665,-37.6837367133703,0,127,112,49,3976,258,32,226,99,179,179,77,655,73,36,21,206,113,113,186
"35",119.0968949534,-29.7063500073273,0,189,144,45,6189,356,39,317,119,183,268,109,282,39,14,29,100,46,63,94
"375",102.498689675704,-3.20096144918352,0,189,100,90,262,245,135,110,189,187,193,187,2453,302,89,36,825,300,729,348
"39",146.392767108046,-23.2182279450353,0,220,148,51,4907,351,64,287,275,167,275,151,577,106,13,61,283,58,283,65
"403",143.183652982116,-27.3725470842328,0,219,142,45,6278,372,57,315,287,152,296,134,274,49,9,48,121,39,106,46
"42",107.557974089868,14.2069353023544,0,230,108,57,1649,320,132,188,234,208,249,207,2637,610,1,99,1617,20,726,62
"438",101.766604459845,13.0441384366713,0,271,89,62,1109,337,194,143,272,257,284,254,1742,324,8,71,802,57,380,79
"511",145.301173054613,-37.7595797751565,0,142,105,48,3865,265,48,217,116,192,192,92,899,92,52,19,266,159,159,239
"553",127.465627123602,-30.5030351644382,0,179,146,52,4531,321,44,277,152,127,234,118,197,21,13,15,56,44,51,51
"563",119.925025324337,-0.848273180890828,0,244,79,78,469,297,196,101,241,244,248,238,1532,154,102,14,454,330,340,435
"574",123.066286714748,0.824039893923327,0,237,88,84,284,291,187,104,237,236,239,233,1846,190,92,19,542,324,477,416
"663",124.101114287041,-17.7607575291768,0,274,132,55,3430,372,134,238,301,236,309,223,557,173,0,125,414,6,256,13
"685",131.666643838398,-26.2437400745694,0,192,160,48,6145,353,20,333,258,108,265,108,288,42,13,32,105,45,103,45
"817",142.302218233235,-4.95770803303458,0,194,102,90,318,252,139,113,190,191,196,189,3579,349,257,8,947,808,942,812
"831",122.519503165968,-30.4046087211464,0,184,136,47,5305,336,48,288,122,184,249,113,232,28,13,22,74,42,57,66
"84",107.855913378298,-7.30275579961017,0,156,103,84,328,212,90,122,157,151,159,150,3012,423,77,52,1213,263,938,267
"8610",137.618539305404,-25.8319486968685,0,229,154,46,6245,389,61,328,297,198,305,145,152,23,3,49,67,18,61,27
"98",127.103439178318,-31.7372614750639,0,169,124,54,3701,280,53,227,128,202,214,119,279,35,14,26,97,51,55,87
"1012",117.430681176484,6.0641781357117,0,269,78,85,469,318,227,91,262,272,274,262,3248,509,130,36,1245,547,548,1245
"102",124.210724378936,-29.1287465742789,0,193,145,47,5538,348,42,306,156,160,260,118,206,22,12,22,64,38,55,50
"104",125.657833488658,-18.9606437983457,0,273,155,53,4474,398,109,289,308,208,320,208,414,122,1,117,298,9,189,9
"1131",145.270393840037,-28.6548255139496,0,204,144,46,6011,356,47,309,270,139,278,124,350,53,12,40,143,52,124,59
"115",152.312313066795,-30.7555156864692,0,177,130,52,4248,292,42,250,225,128,228,119,1095,169,34,46,440,111,436,135
"1171",136.120514688082,-21.4383617672138,0,240,156,50,5500,383,72,311,303,183,303,164,301,72,5,83,173,17,173,19
"1201",126.644521318376,-25.2310466044582,0,225,146,45,6263,382,60,322,298,195,298,140,197,27,4,38,75,24,75,41
"1231",134.231342426501,-22.2217258182354,0,225,149,48,5690,370,61,309,283,167,291,147,319,66,8,67,160,28,158,30
"1281",101.342185745016,1.18435015319847,0,270,96,90,270,324,218,106,268,269,273,267,2813,320,146,24,928,478,708,868
"1321",113.953680614941,-0.263111090753227,0,257,81,93,252,302,215,87,254,257,259,253,3713,407,211,20,1120,661,935,1051
"1341",136.980983125977,-20.2785934705753,0,251,156,51,5121,386,84,302,299,178,307,178,340,84,3,95,209,15,209,15
"135",133.161725611426,-28.3604729746003,0,204,154,49,5630,362,51,311,273,143,273,129,182,29,8,33,66,29,66,30
"1521",148.588043889031,-25.6578524911311,0,191,155,51,5338,330,28,302,254,133,254,117,663,101,22,47,285,86,285,93
"154",139.851056812331,-5.61211143503897,0,267,82,82,643,319,219,100,270,272,273,257,4172,428,293,11,1214,930,957,976
"156",120.313446279615,-22.2678004996851,0,248,154,48,5772,395,80,315,307,222,313,168,299,74,3,84,168,14,161,41
"1581",102.150590661913,-3.32683231215924,0,252,95,89,264,305,199,106,250,250,255,249,3206,358,139,28,1049,477,853,536
"1611",147.771963090636,-8.53273932589218,0,253,102,84,624,314,193,121,259,243,260,243,3668,432,164,31,1242,520,1205,520
"1661",133.374208533205,-23.1299853010569,0,213,156,48,5923,366,43,323,274,153,283,133,300,44,10,46,124,36,123,41
"1671",131.966747711413,-0.630885676946491,0,266,66,86,347,306,230,76,264,269,269,261,3220,370,196,22,1073,632,632,913
"1733",133.440747195855,-28.3706760697532,0,207,152,49,5662,364,54,310,276,146,276,131,178,29,8,36,66,27,66,29
"1741",119.500150871463,-24.7544475994073,0,226,152,45,6476,388,55,333,299,230,304,139,235,47,3,61,109,17,98,49
"1781",119.511657771654,-24.6882094920147,0,225,151,45,6457,386,54,332,297,229,303,138,240,49,3,61,113,17,102,49
"181",140.287969117053,-19.3940625432879,0,260,139,53,4198,377,117,260,296,216,305,200,551,159,2,114,377,10,270,12
"182",121.663575526327,-28.461055996595,0,199,133,43,6019,354,51,303,241,200,273,119,221,36,8,40,80,27,69,57
"1833",122.707996997051,-25.2422873920295,0,231,151,46,6284,391,63,328,299,199,306,146,188,37,4,60,86,13,80,32
"1942",112.212175037712,-7.92327057686634,0,227,97,76,423,288,162,126,228,220,230,220,2953,407,56,52,1165,236,670,236
"1951",120.858850348741,13.9314490696415,0,268,80,68,865,331,215,116,267,261,280,256,1902,357,12,78,1008,49,391,130
"2001",124.797894731164,-27.0408093323931,0,212,149,45,6159,373,48,325,254,179,286,129,176,24,6,32,57,26,56,41
"203",144.20625675004,-6.75939273554832,0,207,106,84,659,272,147,125,214,207,214,197,3968,393,272,8,1083,941,1083,948
"208",113.942740918137,0.374951898120344,0,252,81,93,237,296,209,87,250,251,254,248,3919,416,223,18,1156,713,1081,1108
"2141",129.853831664659,-0.462962460005656,0,268,63,84,355,308,233,75,265,271,271,263,2251,271,123,23,753,406,447,590
"2171",122.208551084623,-21.1532569595147,0,262,150,51,5078,393,104,289,311,240,317,190,308,88,2,102,202,7,184,22
"220",119.613656033762,-1.97230593068525,0,240,78,78,455,293,193,100,242,241,244,234,2457,283,148,20,771,460,586,532
"2301",134.043685905635,-20.3188269759994,0,252,134,48,4961,377,102,275,306,182,306,182,367,99,3,99,230,12,230,12
"2341",129.139293753542,-15.375962239923,0,287,129,57,2976,385,161,224,305,242,318,242,833,215,0,112,565,6,223,6
"237",118.687306228094,-27.3689225991257,0,210,137,44,6284,371,60,311,138,206,289,128,233,31,6,42,82,24,68,70
"240",151.091226572171,-33.8301683415193,0,174,100,48,3906,269,61,208,219,129,221,121,1129,140,51,29,388,178,327,254
"2421",139.345519742928,-29.4164912041742,0,207,145,46,6198,363,49,314,285,126,285,126,166,29,8,43,67,27,67,27
"2441",118.172120638192,-33.0055199714843,0,158,132,50,4653,310,46,264,112,203,218,101,356,55,13,47,151,49,52,147
"2461",151.351943896152,-32.9599110840354,0,163,110,48,4152,270,44,226,211,116,214,107,1045,127,43,29,369,155,341,195
"2472",138.976696068421,-19.8342095583212,0,247,148,52,4705,371,89,282,290,179,297,179,451,107,3,96,279,16,202,16
"2482",148.93627286423,-32.2757661191281,0,162,139,47,5516,313,20,293,227,128,232,90,682,79,44,18,207,149,204,150
"2532",127.575984238647,-14.749630728038,0,279,115,57,2614,369,169,200,295,240,306,240,1001,265,0,113,694,12,235,12
"2561",134.569631805643,-18.1525069766212,0,264,146,53,4362,386,111,275,309,201,311,201,493,130,0,106,323,9,234,9
"2571",126.050400370732,-19.279704062501,0,270,153,53,4613,396,108,288,307,203,319,203,387,113,1,113,271,10,180,10
"2703",152.638055812567,-29.9148676753975,0,177,121,50,4103,285,47,238,223,129,226,120,1400,216,42,49,592,142,570,180
"272",139.807870285586,-20.8925910666585,0,241,146,50,4980,371,82,289,288,170,296,170,448,109,5,94,278,20,267,20
